,HOUSEID,AVG_AGE,HIGH_EDUC,FT_ratio,AVG_WORK_DIST,AVG_TIME
15451,40629853,>60,3,<0.5,<=5 miles,<=10
15452,40629861,30 - 40,4,<0.5,>15 miles,>30
15453,40629927,50 - 60,5,0.5,>15 miles,>30
15454,40630202,<=30,5,0.5,>15 miles,>30
15455,40630267,>60,3,1,<=5 miles,<=10
15456,40630325,30 - 40,5,non-work,Not Sure,non-work
15457,40630363,>60,3,non-work,Not Sure,non-work
15458,40630419,<=30,4,<0.5,<=5 miles,10 - 20
15459,40630536,>60,4,0.5,10 - 15 miles,10 - 20
15460,40630583,50 - 60,3,1,5-10 miles,>30
15461,40630806,30 - 40,5,0.5,10 - 15 miles,>30
15462,40630968,30 - 40,5,0,<=5 miles,>30
15463,40631005,<=30,3,non-work,Not Sure,non-work
15464,40631034,30 - 40,5,1,>15 miles,>30
15465,40631051,40 - 50,4,>0.5,10 - 15 miles,>30
15466,40631185,>60,2,non-work,Not Sure,non-work
15467,40631238,>60,3,0,5-10 miles,10 - 20
15468,40631377,>60,1,non-work,Not Sure,non-work
15469,40631437,50 - 60,5,0,>15 miles,20 - 30
15470,40631644,>60,2,non-work,Not Sure,non-work
15471,40631975,>60,5,non-work,Not Sure,non-work
15472,40631983,40 - 50,3,1,>15 miles,20 - 30
15473,40632145,50 - 60,3,1,5-10 miles,10 - 20
15474,40632188,>60,5,0.5,Not Sure,non-work
15475,40632235,50 - 60,5,1,Not Sure,non-work
15476,40632497,>60,2,1,5-10 miles,20 - 30
15477,40632766,>60,4,non-work,Not Sure,non-work
15478,40632794,50 - 60,3,0.5,10 - 15 miles,10 - 20
15479,40632795,<=30,5,>0.5,>15 miles,>30
15480,40632820,>60,4,non-work,Not Sure,non-work
15481,40632850,30 - 40,4,0.5,Not Sure,non-work
15482,40632872,>60,5,non-work,Not Sure,non-work
15483,40633052,>60,5,non-work,Not Sure,non-work
15484,40633270,50 - 60,2,<0.5,<=5 miles,<=10
15485,40633332,>60,2,0,<=5 miles,10 - 20
15486,40633379,<=30,3,<0.5,<=5 miles,10 - 20
15487,40633632,40 - 50,4,0.5,<=5 miles,<=10
15488,40633655,30 - 40,5,1,5-10 miles,10 - 20
15489,40633668,30 - 40,5,0.5,>15 miles,>30
15490,40633691,50 - 60,3,1,5-10 miles,10 - 20
15491,40633938,40 - 50,4,<0.5,>15 miles,>30
15492,40634228,<=30,4,<0.5,>15 miles,>30
15493,40634285,>60,5,0.5,<=5 miles,10 - 20
15494,40634374,40 - 50,5,0.5,Not Sure,non-work
15495,40634428,>60,1,non-work,Not Sure,non-work
15496,40634509,>60,2,non-work,Not Sure,non-work
15497,40634552,<=30,3,<0.5,>15 miles,>30
15498,40634899,>60,5,0,Not Sure,non-work
15499,40634965,30 - 40,2,1,>15 miles,>30
15500,40635267,>60,5,non-work,Not Sure,non-work
15501,40635288,<=30,3,non-work,Not Sure,non-work
15502,40635504,50 - 60,4,1,<=5 miles,<=10
15503,40635630,>60,3,non-work,Not Sure,non-work
15504,40635713,>60,5,0,Not Sure,non-work
15505,40635761,<=30,4,0.5,10 - 15 miles,20 - 30
15506,40635884,50 - 60,2,0.5,>15 miles,>30
15507,40635924,>60,3,non-work,Not Sure,non-work
15508,40636076,50 - 60,5,1,>15 miles,>30
15509,40636249,40 - 50,2,0,<=5 miles,<=10
15510,40636352,40 - 50,3,1,5-10 miles,>30
15511,40636558,>60,2,1,<=5 miles,<=10
15512,40636634,>60,5,0,5-10 miles,10 - 20
15513,40636699,40 - 50,5,1,>15 miles,20 - 30
15514,40636700,40 - 50,3,1,>15 miles,>30
15515,40636705,>60,3,non-work,Not Sure,non-work
15516,40636735,>60,3,0.5,<=5 miles,<=10
15517,40636859,>60,4,0,5-10 miles,>30
15518,40637057,>60,5,non-work,Not Sure,non-work
15519,40637074,<=30,5,0.5,5-10 miles,10 - 20
15520,40637168,50 - 60,3,non-work,Not Sure,non-work
15521,40637175,<=30,2,0,10 - 15 miles,10 - 20
15522,40637195,<=30,3,non-work,Not Sure,non-work
15523,40637247,30 - 40,4,0,10 - 15 miles,10 - 20
15524,40637281,40 - 50,5,1,>15 miles,>30
15525,40637301,<=30,3,>0.5,<=5 miles,10 - 20
15526,40637373,30 - 40,4,0,<=5 miles,<=10
15527,40637460,30 - 40,2,0,5-10 miles,20 - 30
15528,40637479,50 - 60,3,1,5-10 miles,20 - 30
15529,40637516,30 - 40,4,0.5,<=5 miles,10 - 20
15530,40637626,30 - 40,5,0.5,<=5 miles,<=10
15531,40637779,40 - 50,4,1,>15 miles,>30
15532,40638069,50 - 60,4,1,>15 miles,20 - 30
15533,40638238,>60,3,non-work,Not Sure,non-work
15534,40638374,>60,3,non-work,Not Sure,non-work
15535,40638417,40 - 50,5,0.5,>15 miles,>30
15536,40638438,>60,3,non-work,Not Sure,non-work
15537,40638518,30 - 40,5,non-work,Not Sure,non-work
15538,40638526,<=30,3,0,<=5 miles,<=10
15539,40638555,>60,5,non-work,Not Sure,non-work
15540,40638570,>60,5,non-work,Not Sure,non-work
15541,40638681,>60,4,non-work,Not Sure,non-work
15542,40638936,40 - 50,3,<0.5,<=5 miles,<=10
15543,40639440,50 - 60,2,1,<=5 miles,<=10
15544,40639591,>60,2,0.5,<=5 miles,<=10
15545,40639615,50 - 60,4,non-work,Not Sure,non-work
15546,40640083,40 - 50,5,1,>15 miles,>30
15547,40640238,30 - 40,5,1,<=5 miles,>30
15548,40640281,>60,5,0.5,>15 miles,20 - 30
15549,40640651,>60,3,non-work,Not Sure,non-work
15550,40640659,>60,4,non-work,Not Sure,non-work
15551,40640725,40 - 50,2,0,>15 miles,20 - 30
15552,40640779,>60,3,non-work,Not Sure,non-work
15553,40640851,50 - 60,4,1,>15 miles,>30
15554,40641025,50 - 60,4,1,10 - 15 miles,10 - 20
15555,40641035,>60,2,0.5,>15 miles,>30
15556,40641064,30 - 40,3,<0.5,5-10 miles,<=10
15557,40641292,>60,4,non-work,Not Sure,non-work
15558,40641405,<=30,5,0.5,<=5 miles,10 - 20
15559,40641435,30 - 40,2,0.5,<=5 miles,<=10
15560,40641438,>60,3,1,<=5 miles,10 - 20
15561,40641507,50 - 60,2,non-work,Not Sure,non-work
15562,40641564,30 - 40,5,1,>15 miles,>30
15563,40641567,>60,2,non-work,Not Sure,non-work
15564,40641572,>60,5,non-work,Not Sure,non-work
15565,40641628,>60,5,0,5-10 miles,10 - 20
15566,40641778,>60,1,non-work,Not Sure,non-work
15567,40642053,>60,4,0.5,5-10 miles,<=10
15568,40642068,30 - 40,4,0.5,5-10 miles,10 - 20
15569,40642131,50 - 60,3,1,10 - 15 miles,10 - 20
15570,40642235,40 - 50,4,<0.5,<=5 miles,<=10
15571,40642281,50 - 60,2,0.5,10 - 15 miles,10 - 20
15572,40642404,40 - 50,5,non-work,Not Sure,non-work
15573,40642422,50 - 60,5,<0.5,<=5 miles,<=10
15574,40642463,<=30,4,<0.5,10 - 15 miles,>30
15575,40642474,40 - 50,3,0.5,>15 miles,10 - 20
15576,40642653,>60,2,non-work,Not Sure,non-work
15577,40642737,40 - 50,2,non-work,Not Sure,non-work
15578,40642772,<=30,5,0,>15 miles,<=10
15579,40642800,30 - 40,4,1,>15 miles,20 - 30
15580,40642940,30 - 40,5,>0.5,<=5 miles,<=10
15581,40643046,30 - 40,2,non-work,Not Sure,non-work
15582,40643115,50 - 60,3,0,<=5 miles,<=10
15583,40643153,<=30,3,<0.5,>15 miles,10 - 20
15584,40643202,<=30,5,<0.5,<=5 miles,<=10
15585,40643204,<=30,4,0.5,<=5 miles,10 - 20
15586,40643438,40 - 50,5,<0.5,>15 miles,20 - 30
15587,40643451,50 - 60,4,0.5,Not Sure,non-work
15588,40643515,>60,2,non-work,Not Sure,non-work
15589,40643551,30 - 40,5,non-work,Not Sure,non-work
15590,40643566,<=30,3,0.5,>15 miles,>30
15591,40643643,>60,5,0.5,<=5 miles,<=10
15592,40643688,<=30,5,0.5,>15 miles,>30
15593,40643779,30 - 40,2,<0.5,<=5 miles,10 - 20
15594,40643833,>60,4,0,Not Sure,non-work
15595,40643876,40 - 50,4,1,>15 miles,>30
15596,40644065,40 - 50,5,0.5,>15 miles,20 - 30
15597,40644155,>60,5,0.5,5-10 miles,10 - 20
15598,40644173,50 - 60,4,1,>15 miles,>30
15599,40644921,>60,5,non-work,Not Sure,non-work
15600,40645037,30 - 40,4,1,>15 miles,>30
15601,40645089,>60,2,non-work,Not Sure,non-work
15602,40645138,>60,1,non-work,Not Sure,non-work
15603,40645239,40 - 50,4,1,>15 miles,20 - 30
15604,40645251,>60,3,0,>15 miles,>30
15605,40645290,>60,4,0,5-10 miles,20 - 30
15606,40645349,<=30,2,1,<=5 miles,<=10
15607,40645489,>60,3,non-work,Not Sure,non-work
15608,40645589,>60,5,non-work,Not Sure,non-work
15609,40645661,>60,5,non-work,Not Sure,non-work
15610,40645849,>60,5,non-work,Not Sure,non-work
15611,40645871,30 - 40,5,0,Not Sure,non-work
15612,40645960,50 - 60,2,<0.5,>15 miles,20 - 30
15613,40646031,<=30,4,<0.5,5-10 miles,10 - 20
15614,40646701,>60,5,1,>15 miles,>30
15615,40646903,30 - 40,5,0,10 - 15 miles,>30
15616,40646937,>60,1,non-work,Not Sure,non-work
15617,40646971,>60,3,non-work,Not Sure,non-work
15618,40647011,50 - 60,2,1,>15 miles,>30
15619,40647074,>60,2,non-work,Not Sure,non-work
15620,40647098,40 - 50,2,non-work,Not Sure,non-work
15621,40647124,>60,5,non-work,Not Sure,non-work
15622,40647187,50 - 60,4,0.5,Not Sure,non-work
15623,40647222,>60,2,non-work,Not Sure,non-work
15624,40647234,<=30,3,<0.5,<=5 miles,<=10
15625,40647263,>60,2,1,10 - 15 miles,20 - 30
15626,40647361,40 - 50,5,>0.5,5-10 miles,10 - 20
15627,40647414,50 - 60,2,non-work,Not Sure,non-work
15628,40647559,30 - 40,5,1,>15 miles,20 - 30
15629,40647564,>60,4,non-work,Not Sure,non-work
15630,40647574,<=30,3,0.5,10 - 15 miles,10 - 20
15631,40647677,>60,3,non-work,Not Sure,non-work
15632,40647710,>60,3,0,<=5 miles,<=10
15633,40647737,30 - 40,4,<0.5,>15 miles,<=10
15634,40647835,>60,3,non-work,Not Sure,non-work
15635,40647905,40 - 50,1,non-work,Not Sure,non-work
15636,40647980,50 - 60,3,1,<=5 miles,10 - 20
15637,40648014,40 - 50,4,<0.5,10 - 15 miles,10 - 20
15638,40648091,>60,5,0,Not Sure,non-work
15639,40648239,<=30,4,1,<=5 miles,10 - 20
15640,40648343,>60,5,0.5,>15 miles,>30
15641,40648449,>60,3,non-work,Not Sure,non-work
15642,40648472,>60,3,non-work,Not Sure,non-work
15643,40648497,>60,4,non-work,Not Sure,non-work
15644,40648686,>60,5,non-work,Not Sure,non-work
15645,40648793,>60,2,non-work,Not Sure,non-work
15646,40648903,<=30,5,<0.5,<=5 miles,10 - 20
15647,40649012,>60,3,non-work,Not Sure,non-work
15648,40649096,>60,5,non-work,Not Sure,non-work
15649,40649180,<=30,5,non-work,Not Sure,non-work
15650,40649284,>60,5,non-work,Not Sure,non-work
15651,40649416,>60,2,non-work,Not Sure,non-work
15652,40649440,30 - 40,5,1,10 - 15 miles,>30
15653,40649792,40 - 50,3,0,>15 miles,>30
15654,40649808,>60,2,non-work,Not Sure,non-work
15655,40650129,>60,2,1,<=5 miles,<=10
15656,40650166,30 - 40,5,1,<=5 miles,10 - 20
15657,40650333,>60,3,non-work,Not Sure,non-work
15658,40650528,<=30,2,0.5,>15 miles,<=10
15659,40650545,50 - 60,2,0,10 - 15 miles,10 - 20
15660,40650590,>60,5,0,Not Sure,non-work
15661,40650698,30 - 40,4,0.5,>15 miles,20 - 30
15662,40650739,30 - 40,5,non-work,Not Sure,non-work
15663,40650948,>60,2,non-work,Not Sure,non-work
15664,40650997,>60,3,non-work,Not Sure,non-work
15665,40651038,50 - 60,5,1,>15 miles,>30
15666,40651075,30 - 40,3,>0.5,5-10 miles,10 - 20
15667,40651108,>60,2,non-work,Not Sure,non-work
15668,40651122,30 - 40,2,<0.5,5-10 miles,20 - 30
15669,40651156,>60,2,0,Not Sure,non-work
15670,40651177,>60,3,<0.5,>15 miles,10 - 20
15671,40651288,>60,5,0,>15 miles,10 - 20
15672,40651300,>60,5,0,Not Sure,non-work
15673,40651354,>60,2,non-work,Not Sure,non-work
15674,40651513,>60,5,non-work,Not Sure,non-work
15675,40651573,>60,5,0.5,10 - 15 miles,10 - 20
15676,40651678,>60,2,0,Not Sure,non-work
15677,40651803,>60,5,0.5,>15 miles,>30
15678,40651839,<=30,3,<0.5,<=5 miles,<=10
15679,40651859,>60,2,non-work,Not Sure,non-work
15680,40651870,40 - 50,4,<0.5,5-10 miles,10 - 20
15681,40652117,30 - 40,5,<0.5,>15 miles,20 - 30
15682,40652251,>60,3,non-work,Not Sure,non-work
15683,40652377,>60,5,0,5-10 miles,20 - 30
15684,40652432,30 - 40,5,1,>15 miles,>30
15685,40652444,50 - 60,2,1,10 - 15 miles,20 - 30
15686,40652449,>60,3,non-work,Not Sure,non-work
15687,40652472,50 - 60,3,0.5,>15 miles,>30
15688,40652486,30 - 40,4,<0.5,<=5 miles,<=10
15689,40652553,50 - 60,5,0.5,<=5 miles,10 - 20
15690,40652557,<=30,3,non-work,Not Sure,non-work
15691,40652587,>60,2,non-work,Not Sure,non-work
15692,40652616,50 - 60,4,1,>15 miles,20 - 30
15693,40652624,>60,4,non-work,Not Sure,non-work
15694,40652904,<=30,4,1,<=5 miles,20 - 30
15695,40652906,30 - 40,3,<0.5,5-10 miles,10 - 20
15696,40652915,50 - 60,2,0,<=5 miles,<=10
15697,40653086,<=30,4,non-work,Not Sure,non-work
15698,40653192,>60,5,non-work,Not Sure,non-work
15699,40653193,<=30,3,1,5-10 miles,10 - 20
15700,40653325,>60,5,non-work,Not Sure,non-work
15701,40653362,>60,4,non-work,Not Sure,non-work
15702,40653387,50 - 60,5,<0.5,>15 miles,20 - 30
15703,40653565,40 - 50,5,1,5-10 miles,>30
15704,40653646,40 - 50,4,>0.5,<=5 miles,<=10
15705,40653776,>60,3,non-work,Not Sure,non-work
15706,40653888,30 - 40,3,<0.5,5-10 miles,10 - 20
15707,40653958,>60,5,non-work,Not Sure,non-work
15708,40654059,>60,4,1,>15 miles,20 - 30
15709,40654107,50 - 60,2,non-work,Not Sure,non-work
15710,40654116,>60,2,non-work,Not Sure,non-work
15711,40654131,>60,4,0,Not Sure,non-work
15712,40654160,>60,5,0.5,5-10 miles,10 - 20
15713,40654319,>60,3,non-work,Not Sure,non-work
15714,40654352,>60,2,non-work,Not Sure,non-work
15715,40654360,>60,3,non-work,Not Sure,non-work
15716,40654404,>60,3,1,5-10 miles,<=10
15717,40654574,>60,3,non-work,Not Sure,non-work
15718,40654766,50 - 60,4,non-work,Not Sure,non-work
15719,40654827,40 - 50,5,>0.5,5-10 miles,10 - 20
15720,40655043,50 - 60,3,0,10 - 15 miles,20 - 30
15721,40655132,30 - 40,4,<0.5,<=5 miles,<=10
15722,40655166,30 - 40,4,1,<=5 miles,<=10
15723,40655211,50 - 60,3,non-work,Not Sure,non-work
15724,40655266,<=30,3,1,Not Sure,non-work
15725,40655489,50 - 60,5,non-work,Not Sure,non-work
15726,40655533,40 - 50,4,0,<=5 miles,>30
15727,40655574,30 - 40,5,1,>15 miles,>30
15728,40655721,50 - 60,5,1,>15 miles,>30
15729,40655722,>60,3,0.5,5-10 miles,10 - 20
15730,40655773,<=30,4,<0.5,<=5 miles,20 - 30
15731,40655809,>60,2,non-work,Not Sure,non-work
15732,40655957,50 - 60,2,0,5-10 miles,20 - 30
15733,40655992,>60,3,non-work,Not Sure,non-work
15734,40656060,>60,3,0.5,10 - 15 miles,20 - 30
15735,40656110,>60,5,non-work,Not Sure,non-work
15736,40656194,>60,3,1,10 - 15 miles,10 - 20
15737,40656332,50 - 60,5,0,Not Sure,non-work
15738,40656408,30 - 40,5,<0.5,10 - 15 miles,10 - 20
15739,40656474,>60,2,non-work,Not Sure,non-work
15740,40656630,>60,3,non-work,Not Sure,non-work
15741,40656653,>60,5,1,10 - 15 miles,10 - 20
15742,40656692,50 - 60,3,1,10 - 15 miles,20 - 30
15743,40656703,>60,5,non-work,Not Sure,non-work
15744,40656735,40 - 50,5,>0.5,<=5 miles,10 - 20
15745,40656787,>60,5,non-work,Not Sure,non-work
15746,40656976,30 - 40,3,0.5,10 - 15 miles,10 - 20
15747,40657010,30 - 40,5,non-work,Not Sure,non-work
15748,40657019,40 - 50,5,>0.5,5-10 miles,>30
15749,40657029,>60,5,0.5,>15 miles,>30
15750,40657131,40 - 50,4,0.5,>15 miles,>30
15751,40657185,>60,2,non-work,Not Sure,non-work
15752,40657225,50 - 60,4,non-work,Not Sure,non-work
15753,40657328,>60,2,non-work,Not Sure,non-work
15754,40657370,<=30,1,<0.5,<=5 miles,<=10
15755,40657431,>60,3,0,<=5 miles,<=10
15756,40657436,>60,2,0.5,>15 miles,20 - 30
15757,40657450,40 - 50,4,0.5,5-10 miles,10 - 20
15758,40657638,30 - 40,5,1,>15 miles,>30
15759,40657639,50 - 60,4,1,>15 miles,>30
15760,40657715,>60,3,non-work,Not Sure,non-work
15761,40658021,50 - 60,2,1,10 - 15 miles,10 - 20
15762,40658074,>60,4,non-work,Not Sure,non-work
15763,40658381,<=30,2,0,<=5 miles,10 - 20
15764,40658612,>60,5,0.5,Not Sure,non-work
15765,40658893,>60,2,non-work,Not Sure,non-work
15766,40658985,>60,4,non-work,Not Sure,non-work
15767,40659198,>60,2,non-work,Not Sure,non-work
15768,40659234,30 - 40,4,1,10 - 15 miles,20 - 30
15769,40659270,<=30,5,>0.5,<=5 miles,10 - 20
15770,40659421,>60,5,1,5-10 miles,10 - 20
15771,40659463,30 - 40,5,<0.5,>15 miles,20 - 30
15772,40659484,50 - 60,5,0.5,>15 miles,20 - 30
15773,40659510,<=30,5,<0.5,10 - 15 miles,20 - 30
15774,40659581,>60,2,1,<=5 miles,<=10
15775,40659760,>60,3,non-work,Not Sure,non-work
15776,40659799,>60,1,non-work,Not Sure,non-work
15777,40659899,40 - 50,4,<0.5,>15 miles,20 - 30
15778,40659903,>60,4,non-work,Not Sure,non-work
15779,40659924,>60,5,non-work,Not Sure,non-work
15780,40659975,>60,3,non-work,Not Sure,non-work
15781,40660209,50 - 60,3,0.5,5-10 miles,10 - 20
15782,40660231,>60,4,non-work,Not Sure,non-work
15783,40660652,>60,4,0.5,5-10 miles,10 - 20
15784,40660694,30 - 40,3,non-work,Not Sure,non-work
15785,40660733,50 - 60,5,0.5,<=5 miles,10 - 20
15786,40660794,>60,2,non-work,Not Sure,non-work
15787,40660816,<=30,5,<0.5,<=5 miles,10 - 20
15788,40660818,40 - 50,3,0.5,10 - 15 miles,10 - 20
15789,40661020,<=30,5,<0.5,10 - 15 miles,10 - 20
15790,40661096,>60,3,1,5-10 miles,<=10
15791,40661120,<=30,5,1,10 - 15 miles,>30
15792,40661200,>60,5,1,<=5 miles,>30
15793,40661275,<=30,5,1,10 - 15 miles,10 - 20
15794,40661624,>60,4,0,>15 miles,20 - 30
15795,40661684,>60,5,0,5-10 miles,10 - 20
15796,40661707,30 - 40,2,non-work,Not Sure,non-work
15797,40662183,<=30,5,<0.5,<=5 miles,<=10
15798,40662421,>60,2,0.5,10 - 15 miles,10 - 20
15799,40662478,40 - 50,3,1,<=5 miles,<=10
15800,40662621,>60,5,non-work,Not Sure,non-work
15801,40662673,>60,5,non-work,Not Sure,non-work
15802,40662732,>60,5,<0.5,10 - 15 miles,10 - 20
15803,40662740,>60,3,0,>15 miles,20 - 30
15804,40663001,<=30,5,non-work,Not Sure,non-work
15805,40663047,50 - 60,3,1,10 - 15 miles,20 - 30
15806,40663085,>60,5,non-work,Not Sure,non-work
15807,40663088,50 - 60,4,1,10 - 15 miles,10 - 20
15808,40663193,>60,4,0.5,<=5 miles,<=10
15809,40663219,<=30,4,<0.5,>15 miles,>30
15810,40663250,30 - 40,5,1,5-10 miles,10 - 20
15811,40663370,<=30,3,1,>15 miles,20 - 30
15812,40663577,>60,3,1,>15 miles,20 - 30
15813,40663709,40 - 50,5,1,10 - 15 miles,10 - 20
15814,40663851,>60,5,0,>15 miles,>30
15815,40664013,50 - 60,3,0.5,5-10 miles,<=10
15816,40664103,>60,2,non-work,Not Sure,non-work
15817,40664123,<=30,3,<0.5,>15 miles,20 - 30
15818,40664186,<=30,4,1,<=5 miles,<=10
15819,40664210,50 - 60,4,0,>15 miles,>30
15820,40664243,>60,5,non-work,Not Sure,non-work
15821,40664329,>60,1,non-work,Not Sure,non-work
15822,40664420,50 - 60,2,0,10 - 15 miles,20 - 30
15823,40664529,30 - 40,5,1,<=5 miles,10 - 20
15824,40664714,>60,5,non-work,Not Sure,non-work
15825,40664726,30 - 40,3,non-work,Not Sure,non-work
15826,40664795,>60,5,non-work,Not Sure,non-work
15827,40664804,<=30,5,0.5,>15 miles,10 - 20
15828,40664852,>60,2,non-work,Not Sure,non-work
15829,40665058,<=30,4,<0.5,<=5 miles,<=10
15830,40665353,<=30,4,1,5-10 miles,10 - 20
15831,40665414,>60,4,non-work,Not Sure,non-work
15832,40665501,30 - 40,3,1,5-10 miles,10 - 20
15833,40665771,50 - 60,4,0.5,>15 miles,>30
15834,40666230,>60,3,non-work,Not Sure,non-work
15835,40666255,50 - 60,4,non-work,Not Sure,non-work
15836,40666267,>60,5,0.5,>15 miles,>30
15837,40666272,>60,2,0.5,5-10 miles,10 - 20
15838,40666727,>60,5,>0.5,10 - 15 miles,10 - 20
15839,40666780,50 - 60,2,non-work,Not Sure,non-work
15840,40666935,>60,3,non-work,Not Sure,non-work
15841,40667138,>60,3,non-work,Not Sure,non-work
15842,40667162,30 - 40,5,1,<=5 miles,20 - 30
15843,40667394,<=30,3,0.5,10 - 15 miles,>30
15844,40667413,30 - 40,5,1,5-10 miles,10 - 20
15845,40667475,40 - 50,4,0.5,10 - 15 miles,>30
15846,40667502,50 - 60,4,non-work,Not Sure,non-work
15847,40667590,>60,3,non-work,Not Sure,non-work
15848,40667732,50 - 60,5,1,>15 miles,20 - 30
15849,40667774,40 - 50,4,0.5,10 - 15 miles,10 - 20
15850,40667911,<=30,3,<0.5,<=5 miles,10 - 20
15851,40668087,>60,5,non-work,Not Sure,non-work
15852,40668198,<=30,4,<0.5,>15 miles,>30
15853,40668203,<=30,3,0,>15 miles,>30
15854,40668346,>60,1,non-work,Not Sure,non-work
15855,40668547,>60,2,1,<=5 miles,<=10
15856,40668559,40 - 50,5,0.5,5-10 miles,10 - 20
15857,40668670,30 - 40,2,0.5,Not Sure,non-work
15858,40668729,>60,5,non-work,Not Sure,non-work
15859,40668852,50 - 60,4,1,10 - 15 miles,10 - 20
15860,40669044,>60,3,non-work,Not Sure,non-work
15861,40669125,50 - 60,5,0.5,<=5 miles,<=10
15862,40669187,<=30,5,<0.5,Not Sure,non-work
15863,40669635,>60,2,non-work,Not Sure,non-work
15864,40669686,30 - 40,5,0.5,5-10 miles,10 - 20
15865,40669878,40 - 50,5,1,Not Sure,non-work
15866,40670139,>60,5,non-work,Not Sure,non-work
15867,40670224,30 - 40,4,<0.5,10 - 15 miles,20 - 30
15868,40670645,>60,4,0.5,>15 miles,>30
15869,40670720,>60,4,0,<=5 miles,10 - 20
15870,40670727,40 - 50,4,0.5,5-10 miles,10 - 20
15871,40670788,>60,3,0.5,>15 miles,>30
15872,40670844,<=30,5,0.5,>15 miles,>30
15873,40670851,>60,4,non-work,Not Sure,non-work
15874,40671116,50 - 60,3,non-work,Not Sure,non-work
15875,40671252,40 - 50,2,1,10 - 15 miles,20 - 30
15876,40671410,30 - 40,5,0,5-10 miles,10 - 20
15877,40671565,>60,3,non-work,Not Sure,non-work
15878,40671635,<=30,5,1,5-10 miles,10 - 20
15879,40671697,>60,5,0,5-10 miles,20 - 30
15880,40671751,50 - 60,3,non-work,Not Sure,non-work
15881,40671844,30 - 40,4,0.5,5-10 miles,10 - 20
15882,40672177,>60,3,non-work,Not Sure,non-work
15883,40672658,30 - 40,5,1,>15 miles,20 - 30
15884,40672735,>60,3,non-work,Not Sure,non-work
15885,40672746,50 - 60,2,non-work,Not Sure,non-work
15886,40672780,<=30,5,0.5,<=5 miles,10 - 20
15887,40672818,>60,4,non-work,Not Sure,non-work
15888,40672951,<=30,5,<0.5,>15 miles,20 - 30
15889,40673052,>60,4,<0.5,<=5 miles,<=10
15890,40673120,>60,5,non-work,Not Sure,non-work
15891,40673293,>60,4,1,<=5 miles,10 - 20
15892,40673341,30 - 40,5,1,>15 miles,>30
15893,40673457,>60,3,non-work,Not Sure,non-work
15894,40673467,>60,5,non-work,Not Sure,non-work
15895,40673622,>60,2,non-work,Not Sure,non-work
15896,40673692,50 - 60,3,1,<=5 miles,<=10
15897,40673875,>60,2,non-work,Not Sure,non-work
15898,40673993,40 - 50,3,<0.5,<=5 miles,<=10
15899,40674067,>60,4,non-work,Not Sure,non-work
15900,40674209,>60,5,non-work,Not Sure,non-work
15901,40674225,>60,4,0.5,10 - 15 miles,20 - 30
15902,40674325,50 - 60,5,non-work,Not Sure,non-work
15903,40674355,40 - 50,3,non-work,Not Sure,non-work
15904,40674476,40 - 50,4,1,<=5 miles,<=10
15905,40674485,<=30,5,<0.5,5-10 miles,<=10
15906,40674555,50 - 60,3,0.5,>15 miles,<=10
15907,40674689,50 - 60,5,<0.5,>15 miles,20 - 30
15908,40674801,>60,5,non-work,Not Sure,non-work
15909,40674870,>60,3,non-work,Not Sure,non-work
15910,40674982,>60,5,1,<=5 miles,10 - 20
15911,40675113,>60,4,0.5,>15 miles,20 - 30
15912,40675124,50 - 60,2,0.5,<=5 miles,<=10
15913,40675153,40 - 50,4,<0.5,>15 miles,20 - 30
15914,40675167,40 - 50,5,1,>15 miles,20 - 30
15915,40675209,30 - 40,5,>0.5,>15 miles,>30
15916,40675251,>60,4,non-work,Not Sure,non-work
15917,40675262,50 - 60,4,0.5,10 - 15 miles,20 - 30
15918,40675449,40 - 50,1,non-work,Not Sure,non-work
15919,40675607,50 - 60,4,non-work,Not Sure,non-work
15920,40675628,>60,4,1,10 - 15 miles,20 - 30
15921,40675900,>60,5,non-work,Not Sure,non-work
15922,40675927,40 - 50,4,>0.5,>15 miles,20 - 30
15923,40675932,>60,4,non-work,Not Sure,non-work
15924,40675952,>60,2,non-work,Not Sure,non-work
15925,40675992,50 - 60,5,1,5-10 miles,10 - 20
15926,40676159,50 - 60,3,1,<=5 miles,10 - 20
15927,40676445,>60,5,0,Not Sure,non-work
15928,40676589,>60,5,non-work,Not Sure,non-work
15929,40676617,30 - 40,5,1,<=5 miles,10 - 20
15930,40676730,50 - 60,3,1,<=5 miles,<=10
15931,40676778,30 - 40,4,0.5,10 - 15 miles,<=10
15932,40676808,30 - 40,5,1,10 - 15 miles,20 - 30
15933,40676942,30 - 40,5,1,10 - 15 miles,>30
15934,40676955,>60,5,non-work,Not Sure,non-work
15935,40677019,>60,4,non-work,Not Sure,non-work
15936,40677045,50 - 60,3,0,>15 miles,20 - 30
15937,40677143,30 - 40,5,>0.5,>15 miles,20 - 30
15938,40677212,>60,4,0.5,5-10 miles,10 - 20
15939,40677231,<=30,5,non-work,Not Sure,non-work
15940,40677242,>60,3,non-work,Not Sure,non-work
15941,40677327,50 - 60,5,0.5,>15 miles,>30
15942,40677447,30 - 40,4,<0.5,5-10 miles,10 - 20
15943,40677535,30 - 40,2,0.5,<=5 miles,<=10
15944,40677546,>60,3,non-work,Not Sure,non-work
15945,40677698,<=30,5,1,<=5 miles,10 - 20
15946,40677730,50 - 60,3,0.5,5-10 miles,10 - 20
15947,40677764,>60,3,non-work,Not Sure,non-work
