,HOUSEID,HEALTH,avg_trips,avg_trips_binned,one_job,flexible_work
14637,40548758,3,5.0,4 - 5,non-work,non-work
14638,40548861,4,2.6666666666666665,2 - 3,<0.5,0
14639,40548890,2,2.0,<=2,0.5,0.5
14640,40549173,3,6.0,>5,non-work,non-work
14641,40549315,3,1.0,<=2,0.5,0
14642,40549446,1,4.666666666666667,4 - 5,1,<0.5
14643,40549798,3,4.0,3 - 4,0,<0.5
14644,40550120,2,3.0,2 - 3,non-work,non-work
14645,40550191,2,3.5,3 - 4,1,0.5
14646,40550193,3,2.3333333333333335,2 - 3,<0.5,<0.5
14647,40550437,3,2.0,<=2,0.5,0
14648,40550567,2,4.0,3 - 4,1,0
14649,40550741,3,6.5,>5,<0.5,<0.5
14650,40550760,2,6.0,>5,1,0.5
14651,40550901,1,2.0,<=2,0.5,0
14652,40551004,3,2.0,<=2,1,1
14653,40551005,4,2.0,<=2,non-work,non-work
14654,40551023,1,2.5,2 - 3,0.5,0.5
14655,40551164,2,9.0,>5,1,0
14656,40551541,1,2.0,<=2,<0.5,<0.5
14657,40551652,3,6.0,>5,1,0
14658,40551715,2,4.0,3 - 4,0.5,<0.5
14659,40551924,3,5.0,4 - 5,0,0.5
14660,40552032,3,10.0,>5,0,1
14661,40552178,3,4.0,3 - 4,non-work,non-work
14662,40552184,4,0.0,<=2,non-work,non-work
14663,40552196,2,5.5,>5,0.5,0
14664,40552291,2,4.5,4 - 5,0.5,0
14665,40552330,1,5.25,>5,<0.5,0
14666,40552342,2,3.0,2 - 3,1,0
14667,40552375,2,0.0,<=2,non-work,non-work
14668,40552485,5,4.0,3 - 4,non-work,non-work
14669,40552495,1,0.0,<=2,0,1
14670,40552511,3,8.0,>5,non-work,non-work
14671,40552625,3,3.3333333333333335,3 - 4,>0.5,<0.5
14672,40552941,1,9.0,>5,1,1
14673,40553118,2,1.0,<=2,non-work,non-work
14674,40553123,2,2.0,<=2,1,0.5
14675,40553258,5,3.5,3 - 4,non-work,non-work
14676,40553300,3,8.0,>5,1,0.5
14677,40553301,2,1.0,<=2,non-work,non-work
14678,40553382,2,3.5,3 - 4,non-work,non-work
14679,40553394,1,9.0,>5,non-work,non-work
14680,40553453,1,3.0,2 - 3,1,0
14681,40553529,3,4.0,3 - 4,non-work,non-work
14682,40553683,3,2.6666666666666665,2 - 3,0,<0.5
14683,40553744,4,3.0,2 - 3,0.5,0
14684,40553773,2,2.0,<=2,1,0.5
14685,40553907,4,1.5,<=2,non-work,non-work
14686,40553998,3,5.0,4 - 5,non-work,non-work
14687,40554022,2,0.0,<=2,non-work,non-work
14688,40554039,4,2.0,<=2,1,1
14689,40554524,2,4.0,3 - 4,non-work,non-work
14690,40554535,3,4.5,4 - 5,>0.5,<0.5
14691,40554650,2,2.25,2 - 3,0.5,<0.5
14692,40554738,4,6.5,>5,non-work,non-work
14693,40554878,3,2.0,<=2,non-work,non-work
14694,40554890,1,2.0,<=2,1,1
14695,40554978,2,8.0,>5,non-work,non-work
14696,40554979,2,0.0,<=2,0.5,0
14697,40555008,2,3.0,2 - 3,1,0.5
14698,40555066,3,2.5,2 - 3,0.5,0.5
14699,40555106,3,2.0,<=2,non-work,non-work
14700,40555391,3,8.0,>5,non-work,non-work
14701,40555531,3,7.0,>5,non-work,non-work
14702,40555543,2,3.0,2 - 3,non-work,non-work
14703,40555598,3,0.0,<=2,0.5,0.5
14704,40555652,2,0.0,<=2,<0.5,<0.5
14705,40555776,2,1.0,<=2,non-work,non-work
14706,40555784,3,0.0,<=2,non-work,non-work
14707,40555855,3,4.0,3 - 4,0,0.5
14708,40556044,4,0.0,<=2,non-work,non-work
14709,40556084,4,0.0,<=2,non-work,non-work
14710,40556200,3,1.6666666666666667,<=2,0,<0.5
14711,40556246,1,1.5,<=2,non-work,non-work
14712,40556250,4,3.5,3 - 4,0.5,0
14713,40556311,1,1.5,<=2,0.5,0.5
14714,40556422,3,6.0,>5,1,0
14715,40556452,3,7.0,>5,>0.5,<0.5
14716,40556515,5,1.6666666666666667,<=2,<0.5,0
14717,40556659,2,1.0,<=2,0.5,0
14718,40556704,2,4.666666666666667,4 - 5,<0.5,<0.5
14719,40556854,1,4.0,3 - 4,1,0
14720,40556906,4,2.5,2 - 3,0.5,0.5
14721,40556966,3,2.0,<=2,>0.5,<0.5
14722,40557059,3,4.0,3 - 4,non-work,non-work
14723,40557077,2,4.0,3 - 4,0.5,0.5
14724,40557132,1,9.0,>5,0.5,0
14725,40557312,2,2.3333333333333335,2 - 3,<0.5,0
14726,40557368,4,0.0,<=2,non-work,non-work
14727,40557416,2,0.5,<=2,<0.5,0
14728,40557470,3,4.0,3 - 4,0,1
14729,40557656,2,9.0,>5,non-work,non-work
14730,40557756,2,8.0,>5,0.5,0
14731,40557950,5,0.0,<=2,0.5,0.5
14732,40558043,4,8.0,>5,non-work,non-work
14733,40558081,2,0.6666666666666666,<=2,<0.5,0
14734,40558239,2,0.0,<=2,non-work,non-work
14735,40558296,2,4.5,4 - 5,1,0
14736,40558335,3,4.0,3 - 4,non-work,non-work
14737,40558444,1,1.0,<=2,non-work,non-work
14738,40558470,4,2.0,<=2,non-work,non-work
14739,40558723,3,5.0,4 - 5,non-work,non-work
14740,40558767,2,0.6666666666666666,<=2,<0.5,<0.5
14741,40558879,2,3.0,2 - 3,non-work,non-work
14742,40559061,5,0.6666666666666666,<=2,non-work,non-work
14743,40559222,3,2.0,<=2,0.5,0.5
14744,40559304,2,7.0,>5,1,0
14745,40559306,2,2.25,2 - 3,0.5,<0.5
14746,40559453,1,3.0,2 - 3,0.5,0
14747,40559523,3,6.0,>5,0.5,0
14748,40559594,3,5.0,4 - 5,non-work,non-work
14749,40559607,4,2.0,<=2,non-work,non-work
14750,40559646,2,4.0,3 - 4,non-work,non-work
14751,40559669,3,5.0,4 - 5,<0.5,<0.5
14752,40559950,3,2.0,<=2,1,1
14753,40559962,3,5.0,4 - 5,0.5,0
14754,40560014,2,0.0,<=2,non-work,non-work
14755,40560035,1,7.333333333333333,>5,>0.5,0
14756,40560065,3,3.0,2 - 3,non-work,non-work
14757,40560069,3,2.5,2 - 3,non-work,non-work
14758,40560084,3,3.0,2 - 3,non-work,non-work
14759,40560214,3,7.0,>5,1,1
14760,40560240,3,2.5,2 - 3,0.5,0
14761,40560414,3,4.0,3 - 4,non-work,non-work
14762,40560469,1,1.0,<=2,1,0.5
14763,40560577,3,6.0,>5,1,0.5
14764,40560635,3,4.5,4 - 5,1,0
14765,40560857,3,3.0,2 - 3,non-work,non-work
14766,40561068,3,2.0,<=2,1,0
14767,40561136,3,5.0,4 - 5,non-work,non-work
14768,40561187,2,2.0,<=2,1,0
14769,40561329,2,4.0,3 - 4,0,0
14770,40561385,2,0.0,<=2,non-work,non-work
14771,40561653,3,3.0,2 - 3,1,0
14772,40561681,1,4.0,3 - 4,0.5,<0.5
14773,40561764,2,2.3333333333333335,2 - 3,<0.5,<0.5
14774,40561870,4,6.0,>5,non-work,non-work
14775,40562063,3,3.0,2 - 3,non-work,non-work
14776,40562178,1,8.0,>5,1,0.5
14777,40562393,4,1.5,<=2,non-work,non-work
14778,40562503,1,7.5,>5,non-work,non-work
14779,40562518,4,0.0,<=2,non-work,non-work
14780,40562654,1,2.0,<=2,non-work,non-work
14781,40562657,3,5.0,4 - 5,0.5,0
14782,40562664,3,5.0,4 - 5,1,1
14783,40562691,2,2.0,<=2,non-work,non-work
14784,40562785,2,5.0,4 - 5,non-work,non-work
14785,40563129,3,3.0,2 - 3,0.5,0
14786,40563146,4,1.3333333333333333,<=2,<0.5,<0.5
14787,40563188,3,2.5,2 - 3,0.5,0
14788,40563213,3,6.0,>5,0,0
14789,40563455,2,0.0,<=2,0.5,0
14790,40563464,2,1.25,<=2,>0.5,0
14791,40563648,2,4.0,3 - 4,1,1
14792,40563711,3,0.0,<=2,1,0.5
14793,40563788,2,2.0,<=2,1,1
14794,40563883,1,12.0,>5,0,0
14795,40564043,3,3.0,2 - 3,<0.5,0
14796,40564297,2,3.0,2 - 3,0.5,0
14797,40564356,2,7.0,>5,non-work,non-work
14798,40564387,3,6.0,>5,non-work,non-work
14799,40564727,2,2.0,<=2,non-work,non-work
14800,40564885,2,3.5,3 - 4,1,0.5
14801,40564914,2,5.0,4 - 5,1,0
14802,40565189,3,6.0,>5,non-work,non-work
14803,40565455,2,1.3333333333333333,<=2,>0.5,<0.5
14804,40565565,3,4.0,3 - 4,<0.5,<0.5
14805,40565580,3,0.0,<=2,0.5,0.5
14806,40565585,3,3.25,3 - 4,<0.5,<0.5
14807,40565746,3,3.0,2 - 3,non-work,non-work
14808,40565750,1,4.5,4 - 5,<0.5,0
14809,40565802,2,7.0,>5,non-work,non-work
14810,40565957,3,7.5,>5,non-work,non-work
14811,40566070,1,5.0,4 - 5,1,1
14812,40566131,3,4.0,3 - 4,>0.5,<0.5
14813,40566244,2,2.0,<=2,1,1
14814,40566325,2,5.0,4 - 5,non-work,non-work
14815,40566696,3,2.0,<=2,<0.5,<0.5
14816,40566857,2,1.0,<=2,non-work,non-work
14817,40566962,2,4.0,3 - 4,non-work,non-work
14818,40567110,2,4.0,3 - 4,>0.5,<0.5
14819,40567225,4,2.0,<=2,non-work,non-work
14820,40567249,2,0.0,<=2,0.5,0.5
14821,40567490,4,1.0,<=2,0.5,<0.5
14822,40567653,2,2.0,<=2,1,1
14823,40567654,2,1.0,<=2,0.5,0
14824,40567779,3,1.0,<=2,0.5,0.5
14825,40567815,1,0.0,<=2,1,0
14826,40567847,3,6.0,>5,non-work,non-work
14827,40567960,2,0.0,<=2,non-work,non-work
14828,40567987,4,0.0,<=2,<0.5,<0.5
14829,40568135,2,3.0,2 - 3,0.5,<0.5
14830,40568137,2,2.0,<=2,<0.5,0
14831,40568290,2,2.5,2 - 3,<0.5,<0.5
14832,40568366,2,0.0,<=2,non-work,non-work
14833,40568378,3,1.5,<=2,non-work,non-work
14834,40568408,2,2.0,<=2,1,1
14835,40568486,3,0.0,<=2,non-work,non-work
14836,40568600,2,12.0,>5,non-work,non-work
14837,40568613,3,4.5,4 - 5,0.5,0
14838,40568646,1,7.0,>5,1,0
14839,40568739,3,2.0,<=2,non-work,non-work
14840,40568788,2,2.0,<=2,<0.5,<0.5
14841,40568959,1,3.0,2 - 3,1,0
14842,40569052,3,3.0,2 - 3,non-work,non-work
14843,40569122,3,4.0,3 - 4,non-work,non-work
14844,40569262,1,8.0,>5,1,0
14845,40569339,2,3.0,2 - 3,1,0
14846,40569351,3,0.0,<=2,non-work,non-work
14847,40569483,3,5.5,>5,0.5,0
14848,40569572,2,3.0,2 - 3,non-work,non-work
14849,40569661,3,0.0,<=2,non-work,non-work
14850,40569892,5,2.0,<=2,non-work,non-work
14851,40569997,3,6.0,>5,1,1
14852,40569998,3,0.0,<=2,non-work,non-work
14853,40570123,2,2.0,<=2,non-work,non-work
14854,40570213,2,4.5,4 - 5,0.5,0
14855,40570313,2,3.0,2 - 3,1,0
14856,40570438,2,2.0,<=2,1,0.5
14857,40570731,2,3.5,3 - 4,1,0
14858,40571063,2,6.0,>5,1,0.5
14859,40571137,1,5.0,4 - 5,1,0
14860,40571147,4,2.0,<=2,1,0.5
14861,40571195,1,1.0,<=2,<0.5,<0.5
14862,40571316,1,8.0,>5,non-work,non-work
14863,40571679,1,5.0,4 - 5,1,1
14864,40571712,5,1.0,<=2,non-work,non-work
14865,40571770,3,1.5,<=2,0.5,0.5
14866,40571779,3,7.0,>5,1,0
14867,40571914,1,2.6666666666666665,2 - 3,<0.5,0
14868,40572200,2,4.0,3 - 4,1,1
14869,40572348,3,7.0,>5,0.5,0.5
14870,40572388,3,5.0,4 - 5,<0.5,<0.5
14871,40572747,2,0.0,<=2,non-work,non-work
14872,40572758,2,2.5,2 - 3,1,0.5
14873,40572819,2,7.333333333333333,>5,non-work,non-work
14874,40572820,2,3.0,2 - 3,<0.5,0
14875,40572899,2,3.0,2 - 3,0.5,0
14876,40572902,3,6.5,>5,0,0
14877,40573122,4,2.3333333333333335,2 - 3,<0.5,<0.5
14878,40573236,2,0.0,<=2,non-work,non-work
14879,40573313,4,0.0,<=2,non-work,non-work
14880,40573418,1,3.0,2 - 3,0,0
14881,40573468,1,2.0,<=2,1,0
14882,40573871,2,2.0,<=2,1,0.5
14883,40573898,2,3.0,2 - 3,>0.5,<0.5
14884,40573942,3,2.0,<=2,1,1
14885,40574116,2,3.0,2 - 3,0.5,0
14886,40574260,2,0.5,<=2,0,0.5
14887,40574311,3,0.0,<=2,non-work,non-work
14888,40574638,2,2.3333333333333335,2 - 3,1,<0.5
14889,40574657,2,5.5,>5,0.5,0.5
14890,40574661,2,5.0,4 - 5,1,1
14891,40574792,3,2.0,<=2,<0.5,<0.5
14892,40574800,2,2.6666666666666665,2 - 3,<0.5,<0.5
14893,40574807,2,4.0,3 - 4,1,0.5
14894,40574979,1,3.5,3 - 4,>0.5,<0.5
14895,40575376,2,3.5,3 - 4,1,0.5
14896,40575449,3,2.0,<=2,>0.5,<0.5
14897,40575509,2,3.5,3 - 4,1,0.5
14898,40575654,2,5.0,4 - 5,non-work,non-work
14899,40575787,2,0.0,<=2,1,0
14900,40575789,5,0.0,<=2,non-work,non-work
14901,40575836,3,3.0,2 - 3,non-work,non-work
14902,40575884,1,3.0,2 - 3,1,0.5
14903,40575885,2,2.5,2 - 3,0.5,0.5
14904,40576037,5,3.0,2 - 3,non-work,non-work
14905,40576169,4,4.25,4 - 5,0.5,<0.5
14906,40576199,3,2.0,<=2,non-work,non-work
14907,40576252,3,1.0,<=2,non-work,non-work
14908,40576259,2,2.0,<=2,non-work,non-work
14909,40576264,4,1.5,<=2,1,0.5
14910,40576429,2,0.0,<=2,non-work,non-work
14911,40576467,4,2.6666666666666665,2 - 3,<0.5,<0.5
14912,40576528,5,0.0,<=2,non-work,non-work
14913,40576648,2,4.2,4 - 5,<0.5,<0.5
14914,40576787,2,2.0,<=2,1,0.5
14915,40576806,2,4.0,3 - 4,non-work,non-work
14916,40576852,2,5.5,>5,1,0
14917,40576877,1,5.0,4 - 5,<0.5,<0.5
14918,40576938,2,6.0,>5,1,1
14919,40577022,3,5.0,4 - 5,1,1
14920,40577049,2,2.0,<=2,non-work,non-work
14921,40577092,3,1.5,<=2,1,0.5
14922,40577153,2,0.0,<=2,non-work,non-work
14923,40577164,2,4.5,4 - 5,1,0.5
14924,40577232,2,2.3333333333333335,2 - 3,<0.5,<0.5
14925,40577465,3,11.0,>5,0.5,0.5
14926,40577745,4,8.0,>5,non-work,non-work
14927,40577902,3,8.5,>5,0.5,0.5
14928,40578029,3,1.0,<=2,0.5,<0.5
14929,40578050,1,4.0,3 - 4,1,0.5
14930,40578123,2,10.0,>5,1,0
14931,40578328,4,4.0,3 - 4,non-work,non-work
14932,40578445,2,2.0,<=2,0.5,0.5
14933,40578470,2,2.0,<=2,non-work,non-work
14934,40578506,3,2.0,<=2,1,0.5
14935,40578586,2,9.0,>5,non-work,non-work
14936,40578610,2,1.0,<=2,1,0.5
14937,40578614,2,6.5,>5,0.5,0
14938,40578620,2,3.0,2 - 3,non-work,non-work
14939,40578949,2,4.0,3 - 4,0.5,0.5
14940,40579273,3,2.0,<=2,<0.5,0
14941,40579283,4,5.2,>5,<0.5,<0.5
14942,40579320,2,5.0,4 - 5,1,0
14943,40579330,2,4.0,3 - 4,non-work,non-work
14944,40579343,2,0.0,<=2,non-work,non-work
14945,40579389,2,3.5,3 - 4,0.5,0.5
14946,40579422,2,3.5,3 - 4,0.5,0
14947,40579431,1,5.0,4 - 5,1,0
14948,40579531,3,0.0,<=2,non-work,non-work
14949,40579636,1,0.0,<=2,1,1
14950,40579821,3,0.5,<=2,non-work,non-work
14951,40579875,2,10.0,>5,1,0
14952,40580162,4,2.5,2 - 3,<0.5,<0.5
14953,40580516,2,7.0,>5,1,0
14954,40580554,2,7.0,>5,1,1
14955,40580853,3,0.6666666666666666,<=2,>0.5,0
14956,40580961,1,8.0,>5,0.5,0
14957,40581000,4,0.0,<=2,non-work,non-work
14958,40581018,3,3.3333333333333335,3 - 4,0.5,<0.5
14959,40581278,2,5.0,4 - 5,non-work,non-work
14960,40581284,4,1.0,<=2,0.5,<0.5
14961,40581400,1,8.0,>5,non-work,non-work
14962,40581402,3,2.75,2 - 3,0.5,0
14963,40581452,1,3.0,2 - 3,>0.5,<0.5
14964,40581464,2,14.0,>5,1,0
14965,40581471,1,8.0,>5,0,0
14966,40581516,3,0.0,<=2,non-work,non-work
14967,40581712,2,2.5,2 - 3,0,0.5
14968,40581788,2,2.6666666666666665,2 - 3,<0.5,<0.5
14969,40581914,1,5.333333333333333,>5,0.5,<0.5
14970,40581921,2,3.0,2 - 3,0.5,0
14971,40582194,3,3.3333333333333335,3 - 4,>0.5,<0.5
14972,40582220,3,2.0,<=2,0.5,0
14973,40582340,3,3.0,2 - 3,1,0.5
14974,40582363,2,9.0,>5,non-work,non-work
14975,40582452,4,6.0,>5,non-work,non-work
14976,40582498,4,5.5,>5,0.5,<0.5
14977,40582746,1,2.0,<=2,1,1
14978,40582883,1,4.0,3 - 4,1,0
14979,40582902,2,2.5,2 - 3,<0.5,0
14980,40582988,4,5.0,4 - 5,1,0.5
14981,40583169,2,4.5,4 - 5,non-work,non-work
14982,40583230,2,6.0,>5,1,0
14983,40583248,1,2.5,2 - 3,0.5,<0.5
14984,40583337,5,0.0,<=2,non-work,non-work
14985,40583442,2,6.0,>5,1,0
14986,40583474,5,5.0,4 - 5,non-work,non-work
14987,40583521,3,2.0,<=2,non-work,non-work
14988,40583578,3,1.5,<=2,non-work,non-work
14989,40583607,2,0.0,<=2,1,0
14990,40583687,1,7.0,>5,1,0.5
14991,40583868,4,0.0,<=2,1,0.5
14992,40583929,3,1.6,<=2,0,0
14993,40583939,2,2.0,<=2,1,1
14994,40583994,2,7.0,>5,non-work,non-work
14995,40584218,2,5.0,4 - 5,0.5,0
14996,40584315,2,6.0,>5,1,0
14997,40584361,2,4.0,3 - 4,non-work,non-work
14998,40584387,1,6.5,>5,0.5,0
14999,40584391,2,7.0,>5,non-work,non-work
15000,40584457,1,1.0,<=2,non-work,non-work
15001,40584636,3,2.6666666666666665,2 - 3,>0.5,<0.5
15002,40584845,2,0.2,<=2,>0.5,<0.5
15003,40584914,2,0.0,<=2,0,0
15004,40585086,2,6.0,>5,non-work,non-work
15005,40585255,4,1.0,<=2,non-work,non-work
15006,40585497,2,3.5,3 - 4,0.5,0.5
15007,40585522,1,3.0,2 - 3,>0.5,<0.5
15008,40585662,2,4.0,3 - 4,0.5,0
15009,40585789,2,2.0,<=2,1,0
15010,40585822,1,4.5,4 - 5,0.5,0.5
15011,40585922,1,3.5,3 - 4,0.5,0.5
15012,40585993,3,3.0,2 - 3,non-work,non-work
15013,40586126,1,1.0,<=2,<0.5,<0.5
15014,40586309,2,3.5,3 - 4,non-work,non-work
15015,40586384,4,1.0,<=2,>0.5,<0.5
15016,40586702,1,5.333333333333333,>5,>0.5,<0.5
15017,40586721,3,4.0,3 - 4,non-work,non-work
15018,40586963,3,1.5,<=2,0.5,0.5
15019,40587045,2,7.0,>5,1,1
15020,40587066,3,0.0,<=2,non-work,non-work
15021,40587202,4,1.0,<=2,<0.5,0
15022,40587232,3,2.0,<=2,1,0
15023,40587329,4,0.0,<=2,0.5,0
15024,40587363,3,5.5,>5,non-work,non-work
15025,40587372,2,4.0,3 - 4,<0.5,<0.5
15026,40587397,3,3.0,2 - 3,non-work,non-work
15027,40587400,3,4.0,3 - 4,1,0.5
15028,40587682,3,2.0,<=2,1,0
15029,40587784,3,7.0,>5,non-work,non-work
15030,40587809,2,7.0,>5,non-work,non-work
15031,40587821,2,3.0,2 - 3,0,1
15032,40587895,2,2.0,<=2,1,1
15033,40588184,2,6.0,>5,non-work,non-work
15034,40588195,2,2.5,2 - 3,0.5,<0.5
15035,40588393,2,3.0,2 - 3,non-work,non-work
15036,40588591,2,3.0,2 - 3,1,1
15037,40588687,2,5.0,4 - 5,>0.5,0
15038,40588721,3,2.0,<=2,non-work,non-work
15039,40588858,3,1.0,<=2,non-work,non-work
15040,40588930,2,0.0,<=2,non-work,non-work
15041,40588938,1,2.0,<=2,<0.5,0
15042,40589537,3,0.0,<=2,non-work,non-work
15043,40589580,3,8.0,>5,non-work,non-work
15044,40589592,2,4.0,3 - 4,1,0.5
15045,40589637,3,4.0,3 - 4,non-work,non-work
15046,40589935,2,4.0,3 - 4,1,0
15047,40589949,2,4.0,3 - 4,non-work,non-work
15048,40590159,2,6.0,>5,non-work,non-work
15049,40590187,2,0.0,<=2,non-work,non-work
15050,40590221,2,3.5,3 - 4,1,0.5
15051,40590273,2,3.5,3 - 4,<0.5,0
15052,40590345,3,2.5,2 - 3,non-work,non-work
15053,40590384,5,6.0,>5,0.5,0.5
15054,40590586,3,0.0,<=2,non-work,non-work
15055,40590625,1,6.0,>5,1,0
15056,40590716,3,5.2,>5,<0.5,<0.5
15057,40590754,3,2.0,<=2,>0.5,<0.5
15058,40590942,3,3.5,3 - 4,non-work,non-work
15059,40590956,2,5.0,4 - 5,1,1
15060,40590987,2,1.0,<=2,non-work,non-work
15061,40591058,1,6.0,>5,1,0
15062,40591069,4,5.0,4 - 5,0.5,0
15063,40591645,1,5.333333333333333,>5,>0.5,0
15064,40591709,1,7.0,>5,1,0.5
15065,40591974,1,5.5,>5,0.5,0.5
15066,40592031,2,1.5,<=2,0,0
15067,40592043,2,3.5,3 - 4,0,<0.5
15068,40592453,1,5.0,4 - 5,0.5,0
15069,40592454,3,3.0,2 - 3,<0.5,<0.5
15070,40592551,3,2.5,2 - 3,0.5,0.5
15071,40592562,1,2.0,<=2,0.5,0.5
15072,40592574,2,2.25,2 - 3,0.5,<0.5
15073,40592657,3,2.0,<=2,non-work,non-work
15074,40592766,3,3.0,2 - 3,1,<0.5
15075,40592779,3,6.5,>5,0.5,0.5
15076,40592821,4,1.0,<=2,1,0
15077,40592852,1,4.0,3 - 4,non-work,non-work
15078,40592884,4,1.5,<=2,non-work,non-work
15079,40592976,2,3.5,3 - 4,<0.5,<0.5
15080,40593002,3,5.5,>5,1,0.5
15081,40593024,4,2.0,<=2,0.5,0.5
15082,40593104,4,3.0,2 - 3,non-work,non-work
15083,40593235,4,3.0,2 - 3,non-work,non-work
15084,40593253,3,3.5,3 - 4,non-work,non-work
15085,40593436,4,3.0,2 - 3,1,0.5
15086,40593483,3,1.5,<=2,non-work,non-work
15087,40593696,2,4.75,4 - 5,<0.5,<0.5
15088,40593860,2,2.25,2 - 3,>0.5,<0.5
15089,40593989,2,1.0,<=2,<0.5,<0.5
15090,40594000,3,2.0,<=2,1,0.5
15091,40594040,3,1.5,<=2,0.5,0.5
15092,40594205,3,1.5,<=2,0.5,0.5
15093,40594249,1,9.0,>5,1,0
15094,40594303,3,4.0,3 - 4,non-work,non-work
15095,40594820,3,0.0,<=2,0.5,0
15096,40594836,2,3.0,2 - 3,>0.5,<0.5
15097,40594937,5,2.0,<=2,non-work,non-work
15098,40595018,2,3.75,3 - 4,0.5,<0.5
15099,40595140,2,7.0,>5,non-work,non-work
15100,40595170,2,2.0,<=2,<0.5,0
15101,40595285,2,2.0,<=2,non-work,non-work
15102,40595292,3,6.5,>5,non-work,non-work
15103,40595351,2,0.0,<=2,non-work,non-work
15104,40595381,4,3.3333333333333335,3 - 4,>0.5,<0.5
15105,40595401,2,2.0,<=2,0.5,0.5
15106,40595502,1,0.0,<=2,1,0
15107,40595516,4,4.0,3 - 4,1,0
15108,40595545,5,5.333333333333333,>5,<0.5,<0.5
15109,40595556,3,0.0,<=2,non-work,non-work
15110,40595645,1,8.5,>5,0.5,0
15111,40595760,3,3.0,2 - 3,>0.5,<0.5
15112,40595850,1,8.0,>5,1,0
15113,40595934,1,4.0,3 - 4,1,0
15114,40595961,4,3.0,2 - 3,non-work,non-work
15115,40596102,1,4.0,3 - 4,1,1
15116,40596125,2,2.0,<=2,<0.5,<0.5
15117,40596187,2,3.5,3 - 4,<0.5,0
15118,40596269,3,5.0,4 - 5,non-work,non-work
15119,40596736,1,6.0,>5,0.5,0
15120,40596755,2,5.0,4 - 5,1,1
15121,40596782,5,6.0,>5,non-work,non-work
15122,40596890,1,0.0,<=2,non-work,non-work
15123,40596915,2,3.3333333333333335,3 - 4,>0.5,<0.5
15124,40596941,3,2.0,<=2,>0.5,<0.5
15125,40597054,2,2.0,<=2,1,0
15126,40597165,2,2.0,<=2,1,0
15127,40597259,2,6.0,>5,non-work,non-work
15128,40597308,4,0.0,<=2,non-work,non-work
15129,40597331,3,3.0,2 - 3,1,0
15130,40597377,1,8.0,>5,0,0
15131,40597425,4,6.5,>5,0.5,0.5
15132,40597452,2,3.0,2 - 3,non-work,non-work
15133,40597479,2,0.0,<=2,non-work,non-work
15134,40597557,2,1.0,<=2,0.5,0.5
15135,40597580,2,7.0,>5,1,1
15136,40597601,1,7.0,>5,0.5,0
15137,40597607,3,5.0,4 - 5,0.5,0.5
15138,40597720,3,5.0,4 - 5,non-work,non-work
15139,40597807,2,0.5,<=2,>0.5,<0.5
15140,40597812,2,4.666666666666667,4 - 5,<0.5,<0.5
15141,40597826,3,5.0,4 - 5,non-work,non-work
15142,40597861,4,4.0,3 - 4,1,<0.5
15143,40597906,1,8.5,>5,non-work,non-work
15144,40598053,3,2.5,2 - 3,0.5,0.5
15145,40598316,3,2.0,<=2,0.5,0
15146,40598544,3,5.5,>5,0,0.5
15147,40598998,3,0.0,<=2,0.5,0
15148,40599037,4,0.0,<=2,non-work,non-work
15149,40599087,2,6.5,>5,1,0.5
15150,40599151,1,2.0,<=2,0.5,0
15151,40599205,3,0.0,<=2,non-work,non-work
15152,40599251,1,2.5,2 - 3,<0.5,0
15153,40599270,2,9.0,>5,non-work,non-work
15154,40599369,1,3.0,2 - 3,<0.5,<0.5
15155,40599370,1,3.0,2 - 3,>0.5,<0.5
15156,40599441,3,3.0,2 - 3,1,0
15157,40599536,2,2.5,2 - 3,1,0.5
15158,40599776,4,4.0,3 - 4,non-work,non-work
15159,40599818,4,0.0,<=2,non-work,non-work
15160,40599820,3,1.3333333333333333,<=2,<0.5,<0.5
15161,40599899,1,2.0,<=2,>0.5,<0.5
15162,40599920,1,2.5,2 - 3,non-work,non-work
15163,40600048,1,2.0,<=2,0.5,0
15164,40600123,3,2.0,<=2,0.5,0
15165,40600136,1,3.0,2 - 3,1,0.5
15166,40600141,1,7.0,>5,1,0
15167,40600181,3,0.0,<=2,non-work,non-work
15168,40600346,2,2.5,2 - 3,>0.5,<0.5
15169,40600609,2,4.0,3 - 4,0.5,0.5
15170,40600611,2,0.8,<=2,>0.5,0
15171,40600705,3,6.5,>5,1,0
15172,40600788,2,3.0,2 - 3,0.5,0
15173,40600989,3,4.5,4 - 5,>0.5,<0.5
15174,40601265,1,4.0,3 - 4,<0.5,0
15175,40601345,2,2.0,<=2,non-work,non-work
15176,40601530,2,4.0,3 - 4,0.5,0.5
15177,40601570,4,0.0,<=2,non-work,non-work
15178,40601736,3,5.0,4 - 5,1,1
15179,40601746,2,0.0,<=2,non-work,non-work
15180,40601798,3,3.5,3 - 4,0.5,0.5
15181,40601960,2,6.0,>5,<0.5,0
15182,40602147,4,4.666666666666667,4 - 5,non-work,non-work
15183,40602699,1,0.4,<=2,<0.5,<0.5
15184,40602878,2,1.3333333333333333,<=2,0,0
15185,40602916,3,4.0,3 - 4,1,0
15186,40602939,3,3.5,3 - 4,0.5,0.5
15187,40603061,2,0.0,<=2,1,0
15188,40603172,2,3.0,2 - 3,1,0.5
15189,40603214,2,3.0,2 - 3,non-work,non-work
15190,40603321,1,2.0,<=2,1,0
15191,40603513,2,0.0,<=2,non-work,non-work
15192,40603638,1,2.0,<=2,1,0
15193,40603796,2,4.0,3 - 4,1,0
