,HOUSEID,TRAVDAY,HOMEOWN,HHFAMINC,WALK,BIKE,TAXI,BUS,TRAIN,PRICE,PLACE,WALK2SAVE,BIKE2SAVE,PTRANS,HHRELATD,DRVRCNT,CNTTDHH,NUMADLT,YOUNGCHILD,WRKCOUNT,LIF_CYC,RAIL,URBAN,URBANSIZE,CDIVMSAR,WEBUSE17,SMPLSRCE,DRVRCNTPROP,WRKCOUNT_ratio,NUMADLT_ratio,YOUNGCHILD_ratio,HHSIZE_cleaned,VEHOWN
99719,40402783,7,HOME_OWN,6,1,Never,5,5,5,3,4,5,5,5,2,1,7,1.0,0.0,0.0,9,2,1,1,23,Daily,2,1.0,0,1,0,1,1
99724,40402860,2,HOME_OWN,1,2,Rarely,4,4,4,1,3,2,2,2,1,1,7,1.0,0.0,0.5,2,2,4,6,23,Daily,2,0.5,>0.5,1,0,2,1
99729,40402958,5,HOME_RENT,1,1,Never,5,1,5,2,4,2,3,2,2,0,4,1.0,0.0,1.0,1,2,1,1,23,Rarely,2,0.0,1,1,0,1,0
99731,40402979,3,HOME_RENT,10,5,Never,4,5,5,4,4,4,4,4,1,2,14,1.0,0.0,1.0,2,2,1,3,23,Daily,2,1.0,1,1,0,2,1
99734,40402996,3,HOME_OWN,3,2,Rarely,5,5,5,3,3,4,4,5,1,2,2,1.0,0.0,0.0,10,2,4,6,24,Daily,2,1.0,0,1,0,2,1
99742,40403186,2,HOME_OWN,6,2,Never,5,5,5,3,3,3,3,3,2,1,4,1.0,0.0,0.0,9,2,2,6,23,Daily,2,1.0,0,1,0,1,1
99747,40403274,7,HOME_OWN,6,5,Never,5,5,5,2,3,3,3,3,1,1,6,1.0,0.0,0.0,10,1,1,5,21,Daily,2,0.5,0,1,0,2,1
99751,40403305,1,HOME_OWN,6,5,Never,5,5,5,2,3,5,5,5,1,2,10,1.0,0.0,1.0,2,1,1,2,21,Daily,2,1.0,1,1,0,2,1
99759,40403377,1,HOME_RENT,4,1,Never,5,2,4,4,4,3,4,1,2,0,2,1.0,0.0,0.0,9,2,1,3,23,Daily,2,0.0,0,1,0,1,0
99765,40403413,6,HOME_OWN,4,5,Never,5,5,4,3,3,5,5,5,1,2,4,1.0,0.0,0.3333333333333333,10,2,1,1,23,Daily,2,0.6666666666666666,<0.5,1,0,>2,1
99778,40403595,6,HOME_OWN,5,4,Never,5,5,5,3,2,4,4,4,1,2,10,1.0,0.0,0.5,2,2,1,1,23,Daily,1,1.0,>0.5,1,0,2,1
99779,40403603,3,HOME_RENT,5,2,Never,4,2,4,4,4,4,3,2,1,2,8,1.0,0.0,1.0,2,2,1,1,23,Daily,2,1.0,1,1,0,2,1
99781,40403634,1,HOME_OWN,4,4,Never,5,5,5,2,3,4,4,4,1,1,4,1.0,0.0,0.0,10,2,4,6,24,Never,1,0.5,0,1,0,2,1
99787,40403754,7,HOME_OWN,6,4,Never,5,5,4,2,2,5,5,5,1,2,2,0.6666666666666666,0.3333333333333333,0.6666666666666666,4,1,1,2,21,Daily,2,0.6666666666666666,>0.5,>0.5,<0.5,>2,1
99789,40403783,3,HOME_OWN,6,NA,NA,-9,-9,-9,3,3,3,3,3,2,1,8,1.0,0.0,0.0,9,1,1,5,21,Daily,2,1.0,0,1,0,1,1
99790,40403791,6,HOME_OWN,10,4,Never,4,5,1,2,2,4,4,4,1,2,6,0.5,0.0,0.5,6,1,1,5,21,Daily,1,0.5,>0.5,>0.5,0,>2,1
99795,40403867,6,HOME_OWN,8,1,Never,5,5,4,3,3,4,3,2,2,1,4,1.0,0.0,1.0,1,2,1,3,23,Daily,2,1.0,1,1,0,1,1
99811,40404113,6,HOME_OWN,5,4,Never,5,5,5,3,4,4,4,4,2,1,10,1.0,0.0,0.0,9,1,1,5,21,Daily,2,1.0,0,1,0,1,1
99815,40404146,5,HOME_RENT,5,2,Rarely,4,4,4,1,2,3,5,4,1,1,21,0.3333333333333333,0.0,0.3333333333333333,5,2,1,2,23,Daily,2,0.3333333333333333,<0.5,<0.5,0,>2,1
99818,40404160,7,HOME_OWN,5,5,Never,5,5,5,2,2,4,4,4,1,2,4,1.0,0.0,0.5,10,2,4,6,23,Rarely,2,1.0,>0.5,1,0,2,1
99819,40404188,2,HOME_RENT,5,4,Never,4,5,5,2,3,4,4,4,2,1,3,1.0,0.0,1.0,1,2,1,1,23,Daily,2,1.0,1,1,0,1,1
99823,40404214,5,HOME_OWN,9,4,Rarely,4,5,4,4,4,5,5,5,1,2,7,0.6666666666666666,0.3333333333333333,0.3333333333333333,4,2,1,3,23,Daily,1,0.6666666666666666,<0.5,>0.5,<0.5,>2,1
99829,40404279,2,HOME_OWN,6,2,Never,5,5,5,4,3,4,3,3,1,2,9,1.0,0.0,0.5,2,2,4,6,24,Daily,2,1.0,>0.5,1,0,2,1
99830,40404300,4,HOME_OWN,3,5,Never,5,5,5,1,1,5,5,5,2,1,7,1.0,0.0,0.0,10,2,4,6,23,Daily,2,0.5,0,1,0,2,1
99864,40404734,7,HOME_OWN,6,3,Rarely,5,5,5,2,2,3,3,3,1,2,4,0.5,0.5,0.5,4,2,1,2,23,Daily,2,0.5,>0.5,>0.5,>0.5,>2,1
99869,40404767,6,HOME_OWN,6,1,NA,-9,4,4,3,4,4,5,4,1,2,6,1.0,0.0,0.0,10,1,1,5,21,Daily,2,1.0,0,1,0,2,1
99870,40404779,7,HOME_RENT,1,NA,NA,2,-9,-9,NA,NA,NA,NA,1,2,0,0,1.0,0.0,0.0,1,2,2,6,24,NA,2,0.0,0,1,0,1,0
99894,40404992,3,HOME_OWN,9,1,Rarely,4,5,4,4,4,5,5,5,2,1,8,1.0,0.0,1.0,1,2,4,6,23,Daily,2,1.0,1,1,0,1,1
99911,40405211,3,HOME_RENT,5,1,Rarely,5,4,4,3,4,2,2,4,1,2,10,1.0,0.0,1.0,2,2,1,1,23,Daily,2,1.0,1,1,0,2,1
99914,40405249,5,HOME_OWN,4,5,Never,5,4,5,3,3,5,5,5,1,2,3,1.0,0.0,0.0,10,2,1,1,23,Never,2,1.0,0,1,0,2,1
99917,40405270,7,HOME_RENT,6,NA,NA,-9,-9,-9,3,NA,NA,NA,NA,1,2,4,1.0,0.0,0.0,10,2,2,6,24,Daily,2,1.0,0,1,0,2,1
99930,40405406,4,HOME_OWN,NA,5,Rarely,5,5,5,1,1,3,3,3,1,2,6,1.0,0.0,0.0,2,2,4,6,24,Daily,2,1.0,0,1,0,2,1
99938,40405529,1,HOME_OWN,10,3,Rarely,5,4,4,4,2,3,4,4,1,2,15,1.0,0.0,1.0,2,1,1,2,21,Daily,2,1.0,1,1,0,2,1
99957,40405813,6,HOME_OWN,6,2,Rarely,5,5,4,5,2,5,5,5,2,1,7,1.0,0.0,0.0,9,2,1,3,22,Daily,1,1.0,0,1,0,1,1
99960,40405859,6,HOME_OWN,8,3,Never,4,4,3,2,1,2,4,1,1,2,5,1.0,0.0,0.5,2,1,1,5,21,Daily,2,1.0,>0.5,1,0,2,1
99961,40405869,7,HOME_OWN,6,2,Never,4,5,5,4,2,5,5,5,1,2,6,1.0,0.0,0.0,10,2,2,6,23,Daily,2,1.0,0,1,0,2,1
99966,40405953,5,HOME_OWN,6,2,Rarely,5,5,5,3,3,4,5,5,1,2,0,1.0,0.0,0.0,2,2,1,1,23,Daily,2,1.0,0,1,0,2,1
99967,40405975,1,HOME_OWN,6,5,Never,5,5,5,2,2,4,4,4,1,2,0,1.0,0.0,1.0,2,2,4,6,23,Daily,2,1.0,1,1,0,2,1
99983,40406231,4,HOME_OWN,6,2,NA,5,5,5,3,3,5,5,5,1,2,6,1.0,0.0,0.0,10,1,1,5,21,Daily,2,1.0,0,1,0,2,1
99984,40406247,6,HOME_OWN,10,4,NA,-9,-9,-9,3,3,5,5,5,1,>2,15,1.0,0.0,1.0,8,2,4,6,22,Daily,2,1.0,1,1,0,>2,1
99986,40406258,4,HOME_OWN,9,4,Never,5,5,5,4,4,4,4,4,1,2,16,1.0,0.0,1.0,2,2,2,6,24,Rarely,2,1.0,1,1,0,2,1
99992,40406315,5,HOME_OWN,6,5,Never,5,5,5,4,4,5,5,5,1,2,4,1.0,0.0,0.0,10,2,1,1,23,Daily,2,1.0,0,1,0,2,1
99993,40406328,5,HOME_OWN,5,3,NA,-9,-9,-9,5,5,5,5,5,2,1,4,1.0,0.0,1.0,1,2,2,6,24,Daily,2,1.0,1,1,0,1,1
99995,40406379,1,HOME_OWN,10,1,Never,4,4,4,1,1,2,3,3,1,2,0,1.0,0.0,0.0,10,2,1,3,23,Daily,2,1.0,0,1,0,2,1
100001,40406499,4,HOME_OWN,5,4,Never,5,5,5,3,3,5,5,5,2,2,6,1.0,0.0,0.5,10,1,1,2,21,Daily,2,1.0,>0.5,1,0,2,1
100002,40406517,3,HOME_RENT,2,NA,Rarely,-9,-9,-9,NA,NA,NA,2,NA,2,0,0,1.0,0.0,0.0,1,2,4,6,24,NA,2,0.0,0,1,0,1,0
100007,40406607,4,HOME_RENT,4,3,Rarely,5,5,4,2,4,4,4,5,2,1,2,1.0,0.0,1.0,1,2,1,3,22,Daily,2,1.0,1,1,0,1,1
100024,40406753,1,HOME_OWN,7,5,Never,5,5,5,2,3,4,4,4,1,>2,6,0.6666666666666666,0.0,0.6666666666666666,8,2,4,6,24,Daily,2,1.0,>0.5,>0.5,0,>2,1
100025,40406793,1,HOME_OWN,6,NA,NA,-9,-9,-9,1,3,3,3,3,1,2,4,1.0,0.0,1.0,2,2,4,6,24,Daily,2,1.0,1,1,0,2,1
100029,40406874,6,HOME_OWN,10,3,Rarely,4,5,4,5,5,5,5,4,1,2,4,1.0,0.0,1.0,2,2,1,3,22,Daily,2,1.0,1,1,0,2,1
100031,40406915,7,HOME_OWN,6,NA,NA,-9,-9,-9,3,3,4,4,4,2,1,0,1.0,0.0,0.0,9,1,1,5,21,Daily,2,1.0,0,1,0,1,1
100044,40407050,6,HOME_OWN,10,1,Rarely,5,5,1,2,4,1,5,1,1,>2,3,1.0,0.0,0.6666666666666666,8,1,1,5,21,Daily,2,1.0,>0.5,1,0,>2,1
100062,40407259,6,HOME_OWN,11,4,Never,4,5,4,5,4,5,5,4,1,>2,9,1.0,0.0,0.6666666666666666,2,2,1,2,23,Daily,2,1.0,>0.5,1,0,>2,1
100063,40407275,4,HOME_OWN,7,4,Rarely,5,5,5,4,4,4,4,4,1,2,10,1.0,0.0,0.0,10,2,1,3,22,Daily,2,1.0,0,1,0,2,1
100084,40407630,3,HOME_OWN,9,4,Never,5,5,4,3,3,3,3,3,1,2,10,1.0,0.0,1.0,2,2,4,6,23,Daily,2,1.0,1,1,0,2,1
100116,40408087,5,HOME_OWN,10,1,Never,3,3,2,5,3,4,4,1,2,1,0,1.0,0.0,0.0,9,2,4,6,23,Daily,2,1.0,0,1,0,1,1
100123,40408142,2,HOME_OWN,6,3,Never,5,2,5,2,2,4,5,2,2,1,0,1.0,0.0,1.0,1,2,4,6,23,Daily,2,1.0,1,1,0,1,1
100124,40408143,6,HOME_OWN,7,2,NA,5,5,5,2,2,2,2,5,1,>2,10,1.0,0.0,0.6666666666666666,8,2,1,3,22,Daily,2,1.0,>0.5,1,0,>2,1
100129,40408170,5,HOME_OWN,7,5,Never,5,5,4,4,1,3,3,2,1,2,4,1.0,0.0,1.0,2,2,4,6,22,Rarely,2,1.0,1,1,0,2,1
100130,40408177,2,HOME_OWN,7,5,Never,5,5,5,3,3,5,5,5,1,2,4,1.0,0.0,0.0,10,2,1,1,23,Daily,2,1.0,0,1,0,2,1
100138,40408289,5,HOME_OWN,8,4,Never,4,4,4,3,3,3,5,3,1,2,21,0.5,0.0,0.5,4,2,1,2,23,Daily,2,0.5,>0.5,>0.5,0,>2,1
100155,40408455,3,HOME_OWN,NA,1,Rarely,5,4,5,1,2,5,5,1,2,1,7,1.0,0.0,0.0,9,2,1,2,23,Daily,2,1.0,0,1,0,1,1
100168,40408724,6,HOME_RENT,2,1,Never,5,5,5,3,3,3,3,5,1,1,8,0.25,0.0,0.25,5,2,1,2,23,Daily,2,0.25,<0.5,<0.5,0,>2,1
100173,40408768,1,HOME_OWN,7,1,Never,4,4,3,2,2,1,4,5,1,2,4,0.8,0.0,0.2,6,1,1,5,21,Daily,1,0.4,<0.5,>0.5,0,>2,1
100174,40408780,3,HOME_OWN,3,3,Never,5,5,5,1,2,3,3,3,1,>2,13,0.75,0.0,0.5,4,2,4,6,23,Rarely,2,0.75,>0.5,>0.5,0,>2,1
100179,40408844,3,HOME_RENT,4,1,Never,5,2,5,NA,NA,2,NA,2,2,1,2,1.0,0.0,0.0,9,1,1,5,21,Never,2,1.0,0,1,0,1,0
100182,40408871,1,HOME_OWN,5,NA,NA,-9,-9,4,4,4,4,4,4,2,1,9,1.0,0.0,1.0,1,1,4,6,21,Daily,2,1.0,1,1,0,1,1
100186,40408948,2,HOME_RENT,1,3,NA,2,-9,-9,1,2,1,4,4,1,2,2,0.5,0.5,0.25,4,2,4,6,23,Daily,2,0.5,<0.5,>0.5,>0.5,>2,1
100192,40409087,6,HOME_OWN,3,5,Never,5,5,5,2,2,5,5,5,2,1,0,1.0,0.0,1.0,1,2,4,6,24,Never,2,1.0,1,1,0,1,1
100220,40409477,2,HOME_RENT,10,5,Never,4,5,4,4,2,5,5,5,1,2,3,1.0,0.0,1.0,2,1,1,5,21,Daily,2,1.0,1,1,0,2,1
100224,40409523,4,HOME_RENT,3,1,Rarely,3,2,-9,1,2,1,1,1,1,0,8,1.0,0.0,0.3333333333333333,2,2,1,1,23,Daily,2,0.0,<0.5,1,0,>2,0
100233,40409618,7,HOME_OWN,6,5,Never,5,5,5,1,1,2,5,5,1,2,7,1.0,0.0,1.0,2,2,4,6,24,Daily,2,1.0,1,1,0,2,1
100248,40409770,4,HOME_RENT,NA,4,Never,5,5,5,3,3,5,5,5,1,1,6,1.0,0.0,0.5,10,2,1,3,22,Daily,2,0.5,>0.5,1,0,2,1
100265,40410012,6,HOME_OWN,11,3,Rarely,4,5,4,5,4,5,5,2,1,2,25,0.6666666666666666,0.0,0.6666666666666666,6,1,4,6,21,Daily,2,0.6666666666666666,>0.5,>0.5,0,>2,1
100275,40410115,3,HOME_OWN,9,NA,NA,4,-9,4,3,3,4,4,4,1,2,4,0.6666666666666666,0.3333333333333333,0.6666666666666666,4,1,1,2,21,Daily,2,0.6666666666666666,>0.5,>0.5,<0.5,>2,1
100287,40410251,3,HOME_OWN,4,1,Never,5,5,5,2,2,5,5,5,1,1,11,1.0,0.0,0.0,10,2,1,1,23,Never,2,0.5,0,1,0,2,1
100292,40410284,5,HOME_OWN,9,1,Never,4,4,4,5,5,3,5,2,1,2,14,1.0,0.0,0.0,10,2,2,6,24,Daily,2,1.0,0,1,0,2,1
100314,40410513,7,HOME_OWN,8,4,Rarely,4,5,5,2,2,4,4,4,1,>2,2,0.8333333333333334,0.0,0.3333333333333333,6,2,1,1,23,Daily,2,0.8333333333333334,<0.5,>0.5,0,>2,1
100316,40410529,6,HOME_OWN,8,2,Rarely,5,5,5,3,3,4,4,4,1,2,8,0.6666666666666666,0.0,0.6666666666666666,8,1,1,1,21,Daily,2,0.6666666666666666,>0.5,>0.5,0,>2,1
100321,40410556,2,HOME_RENT,4,5,Never,5,5,5,2,3,4,4,4,1,2,4,0.6666666666666666,0.3333333333333333,0.3333333333333333,4,2,4,6,23,Daily,2,0.6666666666666666,<0.5,>0.5,<0.5,>2,1
100323,40410585,3,HOME_RENT,7,5,Never,5,5,4,1,3,4,4,4,1,2,10,1.0,0.0,1.0,2,2,1,3,22,Daily,1,1.0,1,1,0,2,1
100325,40410599,1,HOME_OWN,10,5,Never,4,4,4,4,4,5,5,4,1,2,2,1.0,0.0,1.0,2,2,4,6,23,Daily,2,1.0,1,1,0,2,1
100334,40410764,2,HOME_OWN,8,1,Rarely,4,5,4,2,2,4,4,4,1,1,2,0.5,0.0,0.5,5,2,1,1,23,Daily,2,0.5,>0.5,>0.5,0,2,1
100337,40410779,3,HOME_OWN,5,4,Never,5,5,5,2,2,4,4,4,2,1,3,1.0,0.0,1.0,1,2,4,6,23,Daily,1,1.0,1,1,0,1,1
100338,40410781,2,HOME_OWN,5,5,Never,5,5,5,1,2,5,5,5,1,1,2,1.0,0.0,0.0,10,2,1,1,23,Daily,2,0.5,0,1,0,2,1
100342,40410827,6,HOME_OWN,1,NA,NA,-9,-9,-9,3,3,4,4,4,2,1,2,1.0,0.0,0.0,9,1,1,5,21,Daily,2,1.0,0,1,0,1,1
100345,40410877,4,HOME_RENT,3,4,Never,2,1,5,5,5,5,5,1,2,0,6,1.0,0.0,0.0,9,2,1,3,23,Never,2,0.0,0,1,0,1,0
100362,40411205,5,HOME_OWN,8,5,Never,5,5,5,2,3,5,5,5,1,2,6,1.0,0.0,1.0,2,2,1,2,23,Daily,2,1.0,1,1,0,2,1
100363,40411215,6,HOME_OWN,10,3,Never,4,4,4,5,3,4,5,5,1,2,10,0.6666666666666666,0.3333333333333333,0.6666666666666666,4,2,4,6,23,Daily,2,0.6666666666666666,>0.5,>0.5,<0.5,>2,1
100368,40411286,5,HOME_OWN,8,1,NA,-9,-9,-9,1,1,3,3,3,1,2,8,1.0,0.0,1.0,2,1,1,5,21,Daily,2,1.0,1,1,0,2,1
100371,40411371,5,HOME_OWN,5,5,Never,5,5,5,4,4,4,4,4,2,1,2,1.0,0.0,1.0,1,2,1,1,23,Daily,2,1.0,1,1,0,1,1
100372,40411373,4,HOME_RENT,3,1,Never,5,5,5,1,1,1,5,5,1,1,0,1.0,0.0,0.0,10,2,4,6,23,Daily,2,0.5,0,1,0,2,1
100373,40411379,4,HOME_OWN,10,4,Never,5,5,5,4,2,4,5,5,1,2,4,1.0,0.0,0.5,10,2,4,6,23,Daily,2,1.0,>0.5,1,0,2,1
100375,40411417,5,HOME_RENT,3,2,Rarely,5,5,5,1,1,1,1,3,2,0,8,1.0,0.0,1.0,1,2,2,6,24,Daily,2,0.0,1,1,0,1,0
100377,40411426,3,HOME_OWN,5,1,Rarely,5,5,5,1,1,2,2,3,1,2,10,1.0,0.0,0.0,10,2,4,6,23,Daily,2,1.0,0,1,0,2,1
100378,40411446,2,HOME_RENT,3,2,Never,5,5,5,1,1,2,4,4,1,2,5,1.0,0.0,0.5,2,2,1,3,23,Daily,2,1.0,>0.5,1,0,2,1
100380,40411456,3,HOME_OWN,11,5,Never,4,5,4,5,3,5,5,5,1,2,3,0.6666666666666666,0.3333333333333333,0.6666666666666666,4,1,1,5,21,Daily,1,0.6666666666666666,>0.5,>0.5,<0.5,>2,1
100390,40411659,3,HOME_OWN,11,1,Never,4,3,2,4,3,3,3,3,2,2,4,1.0,0.0,0.0,10,1,1,5,21,Daily,2,1.0,0,1,0,2,1
100392,40411681,2,HOME_OWN,7,5,Never,5,5,5,3,3,3,3,4,1,2,5,0.6666666666666666,0.3333333333333333,0.6666666666666666,4,1,1,5,21,Daily,2,0.6666666666666666,>0.5,>0.5,<0.5,>2,1
100397,40411730,4,HOME_OWN,11,2,Never,4,5,5,5,5,5,5,5,1,2,5,1.0,0.0,0.5,10,2,4,6,23,Daily,2,1.0,>0.5,1,0,2,1
100401,40411792,3,HOME_RENT,7,3,Rarely,4,5,4,4,2,4,4,2,1,2,6,1.0,0.0,1.0,2,1,1,2,21,Daily,2,1.0,1,1,0,2,1
100414,40411994,6,HOME_RENT,6,1,Daily,4,4,1,3,4,4,4,4,2,1,9,1.0,0.0,1.0,1,1,1,5,21,Daily,2,1.0,1,1,0,1,0
100420,40412048,3,HOME_OWN,5,2,Never,5,4,5,1,2,5,5,4,1,2,5,1.0,0.0,0.5,10,2,4,6,23,Daily,2,1.0,>0.5,1,0,2,1
100422,40412069,3,HOME_OWN,4,NA,NA,-9,-9,-9,1,2,4,4,4,2,1,0,1.0,0.0,1.0,1,2,4,6,23,Daily,2,1.0,1,1,0,1,1
100428,40412132,5,HOME_OWN,4,4,Never,5,4,4,1,3,3,3,3,1,2,6,1.0,0.0,1.0,2,2,4,6,23,Daily,2,1.0,1,1,0,2,1
100432,40412177,3,HOME_OWN,4,5,Never,5,5,5,3,3,4,4,4,1,2,5,1.0,0.0,0.0,10,2,4,6,22,Rarely,2,1.0,0,1,0,2,1
100440,40412311,7,HOME_RENT,3,5,Never,5,5,5,1,2,3,3,3,1,1,2,0.6666666666666666,0.3333333333333333,0.3333333333333333,4,2,4,6,24,Daily,2,0.3333333333333333,<0.5,>0.5,<0.5,>2,1
100441,40412320,6,HOME_OWN,1,NA,NA,-9,-9,-9,3,NA,NA,NA,NA,2,1,0,1.0,0.0,0.0,9,2,4,6,22,Never,2,1.0,0,1,0,1,1
100446,40412375,5,HOME_OWN,8,3,Never,4,5,5,3,3,5,5,5,1,>2,11,1.0,0.0,0.3333333333333333,2,2,1,1,23,Daily,2,1.0,<0.5,1,0,>2,1
100447,40412392,2,HOME_RENT,4,3,Rarely,4,4,4,3,4,3,3,3,1,1,11,1.0,0.0,0.5,10,1,4,6,21,Daily,2,0.5,>0.5,1,0,2,1
100450,40412432,1,HOME_OWN,6,4,Rarely,4,5,4,4,4,5,5,3,2,1,5,1.0,0.0,0.0,9,1,1,5,21,Daily,2,1.0,0,1,0,1,1
100453,40412466,7,HOME_OWN,5,2,Rarely,5,5,4,4,4,5,5,5,2,1,2,1.0,0.0,0.0,9,2,2,6,24,Daily,2,1.0,0,1,0,1,1
100461,40412542,6,HOME_OWN,9,1,Rarely,4,4,4,2,4,3,2,2,1,>2,12,1.0,0.0,1.0,8,1,2,6,21,Daily,2,1.0,1,1,0,>2,1
100467,40412594,5,HOME_OWN,8,4,Never,5,5,5,2,3,4,4,4,1,2,4,1.0,0.0,1.0,2,2,1,1,23,Daily,2,1.0,1,1,0,2,1
100485,40412841,4,HOME_OWN,11,1,Rarely,5,5,5,5,2,5,5,3,1,2,9,1.0,0.0,1.0,2,2,1,3,23,Daily,2,1.0,1,1,0,2,1
100486,40412857,5,HOME_OWN,6,1,Rarely,5,5,5,2,2,2,2,2,1,2,5,0.3333333333333333,0.16666666666666666,0.3333333333333333,4,2,1,3,22,Daily,2,0.3333333333333333,<0.5,<0.5,<0.5,>2,1
100487,40412879,4,HOME_OWN,7,NA,NA,-9,-9,-9,1,2,2,3,4,1,2,1,1.0,0.0,0.5,10,2,2,6,22,Daily,1,1.0,>0.5,1,0,2,1
100492,40412907,3,HOME_OWN,8,1,Never,4,5,1,5,3,3,3,1,1,2,2,0.5,0.5,0.25,4,1,1,5,21,Daily,2,0.5,<0.5,>0.5,>0.5,>2,1
100494,40412980,4,HOME_OWN,5,3,Never,5,5,5,2,2,5,5,5,2,1,3,1.0,0.0,0.0,9,2,1,3,22,Daily,1,1.0,0,1,0,1,1
100506,40413138,3,HOME_OWN,6,4,Never,5,5,5,2,3,4,4,4,1,>2,14,1.0,0.0,0.6666666666666666,2,2,4,6,23,Daily,2,1.0,>0.5,1,0,>2,1
100516,40413245,5,HOME_OWN,6,5,Never,5,5,5,3,2,5,5,5,2,1,2,1.0,0.0,0.0,9,2,4,6,23,Daily,2,1.0,0,1,0,1,1
100522,40413305,6,HOME_OWN,1,4,Never,4,4,4,4,3,4,4,4,2,1,3,1.0,0.0,1.0,1,1,1,5,21,Daily,2,1.0,1,1,0,1,1
100546,40413756,7,HOME_OWN,5,4,Rarely,5,5,5,2,2,4,4,4,1,2,6,1.0,0.0,1.0,2,2,1,1,23,Daily,2,1.0,1,1,0,2,1
100554,40413909,5,HOME_OWN,9,1,NA,-9,-9,-9,2,4,3,3,3,1,>2,18,0.5,0.0,0.5,6,2,4,6,24,Daily,2,0.75,>0.5,>0.5,0,>2,1
100555,40413924,1,HOME_RENT,5,5,Never,5,5,5,2,2,5,5,5,2,1,3,1.0,0.0,0.0,9,2,4,6,23,Daily,2,1.0,0,1,0,1,1
100557,40413947,1,HOME_OWN,8,1,Rarely,5,5,5,4,1,1,4,5,1,>2,11,0.75,0.0,0.5,6,2,2,6,23,Daily,2,0.75,>0.5,>0.5,0,>2,1
100582,40414392,6,HOME_OWN,3,1,Never,5,5,5,3,4,1,5,5,2,1,6,1.0,0.0,0.0,9,2,2,6,24,Never,2,1.0,0,1,0,1,1
100589,40414484,3,HOME_OWN,10,4,Rarely,4,5,4,4,4,5,5,5,1,2,7,1.0,0.0,1.0,2,2,1,1,23,Daily,2,1.0,1,1,0,2,1
100609,40414714,1,HOME_RENT,1,3,Never,5,5,5,2,2,5,5,5,2,1,2,1.0,0.0,0.0,9,2,2,6,24,Rarely,2,1.0,0,1,0,1,1
100612,40414756,1,HOME_RENT,6,4,Never,5,4,5,4,3,5,5,4,2,1,3,1.0,0.0,1.0,1,2,4,6,23,Daily,2,1.0,1,1,0,1,1
100613,40414777,7,HOME_RENT,2,1,Never,2,1,5,3,1,1,4,1,1,0,5,0.5,0.0,0.5,3,2,2,6,24,Daily,2,0.0,>0.5,>0.5,0,2,0
100640,40415094,2,HOME_OWN,7,5,Never,5,5,5,3,3,5,5,5,1,2,12,0.5,0.0,0.5,4,2,4,6,23,Daily,2,0.5,>0.5,>0.5,0,>2,1
100651,40415180,7,HOME_OWN,5,5,Never,5,5,5,2,4,4,4,4,1,>2,12,1.0,0.0,0.3333333333333333,10,2,4,6,23,Daily,1,1.0,<0.5,1,0,>2,1
100659,40415276,6,HOME_RENT,2,3,Never,5,-9,-9,3,2,2,4,3,2,0,4,1.0,0.0,0.0,9,2,1,3,23,Never,2,0.0,0,1,0,1,0
100660,40415327,7,HOME_RENT,5,1,NA,3,3,3,3,2,2,NA,1,2,1,6,1.0,0.0,0.5,2,1,1,5,21,Daily,2,0.5,>0.5,1,0,2,0
100676,40415621,6,HOME_OWN,8,5,Never,5,5,5,5,5,5,5,5,2,1,2,1.0,0.0,1.0,1,2,1,1,23,Daily,1,1.0,1,1,0,1,1
100693,40415853,3,HOME_OWN,7,4,Never,4,5,4,2,2,4,4,3,1,1,4,1.0,0.0,0.0,10,1,1,5,21,Daily,2,0.5,0,1,0,2,1
100697,40415908,3,HOME_OWN,6,5,Never,5,5,4,5,1,5,5,5,2,1,0,1.0,0.0,0.0,9,1,1,5,21,Daily,2,1.0,0,1,0,1,1
100705,40416037,1,HOME_OWN,7,3,Rarely,5,5,4,3,2,4,4,3,1,2,4,1.0,0.0,0.5,10,2,4,6,23,Daily,2,1.0,>0.5,1,0,2,1
100706,40416038,4,HOME_OWN,7,3,Rarely,5,5,4,3,4,4,4,3,1,2,19,1.0,0.0,1.0,2,2,1,3,22,Daily,2,1.0,1,1,0,2,1
100716,40416207,3,HOME_OWN,3,3,Never,4,5,4,5,4,4,4,4,1,1,6,0.5,0.0,0.5,3,1,2,6,21,Daily,2,0.5,>0.5,>0.5,0,2,1
100722,40416310,4,HOME_RENT,6,3,Rarely,4,5,4,4,4,5,5,5,2,1,2,1.0,0.0,1.0,1,2,1,1,23,Daily,2,1.0,1,1,0,1,1
100724,40416346,7,HOME_OWN,6,4,Never,5,5,4,2,4,4,4,4,1,2,12,1.0,0.0,1.0,2,2,4,6,23,Daily,2,1.0,1,1,0,2,1
100732,40416472,7,HOME_OWN,5,NA,NA,-9,-9,-9,3,3,3,3,3,2,1,5,1.0,0.0,1.0,1,2,4,6,23,Daily,2,1.0,1,1,0,1,1
100738,40416566,4,HOME_OWN,10,1,NA,-9,-9,-9,1,2,2,NA,NA,1,2,14,1.0,0.0,0.0,10,1,1,1,21,Daily,2,1.0,0,1,0,2,1
100757,40416804,2,HOME_OWN,6,1,Rarely,5,5,5,1,3,4,4,5,1,>2,3,1.0,0.0,0.0,8,2,4,6,22,Daily,2,1.0,0,1,0,>2,1
100767,40416952,6,HOME_OWN,NA,1,Never,5,5,5,4,4,4,5,5,1,1,4,1.0,0.0,0.0,10,2,4,6,23,Daily,2,0.5,0,1,0,2,1
