,HOUSEID,HHFAMINC,WALK,TAXI,BUS,TRAIN,WALK2SAVE,BIKE2SAVE,PTRANS,HHRELATD,WRKCOUNT,LIF_CYC,URBAN,URBANSIZE,DRVRCNTPROP,HIGH_EDUC,HOMEOWN,WRKCOUNT_ratio,HHSIZE_cleaned,FT_ratio,AVG_WORK_DIST,one_job,flexible_work,HIGH_EDUC,URBANSIZE,URBAN,LIF_CYC,HHRELATD,PTRANS,BIKE2SAVE,WALK2SAVE,TRAIN,BUS,TAXI,WALK,HOMEOWN_HOME_OWN,HOMEOWN_HOME_RENT,WRKCOUNT_ratio_0,WRKCOUNT_ratio_1,WRKCOUNT_ratio_<0.5,WRKCOUNT_ratio_>0.5,HHSIZE_cleaned_1,HHSIZE_cleaned_2,HHSIZE_cleaned_>2,FT_ratio_0,FT_ratio_0.5,FT_ratio_1,FT_ratio_<0.5,FT_ratio_>0.5,FT_ratio_non-work,AVG_WORK_DIST_10 - 15 miles,AVG_WORK_DIST_5-10 miles,AVG_WORK_DIST_<=5 miles,AVG_WORK_DIST_>15 miles,AVG_WORK_DIST_Not Sure,one_job_0,one_job_0.5,one_job_1,one_job_<0.5,one_job_>0.5,one_job_non-work,flexible_work_0,flexible_work_0.5,flexible_work_1,flexible_work_<0.5,flexible_work_non-work
64,30004574,9.0,4.0,5,4,4,3.0,4.0,2.0,1,0.3333333333333333,8,1,3,1.0,4.0,HOME_OWN,<0.5,>2,<0.5,Not Sure,<0.5,0,4.0,3,1,8,1,2.0,4.0,3.0,4,4,5,4.0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
65,30004585,8.0,2.0,5,5,5,4.0,4.0,4.0,2,1.0,1,1,1,1.0,2.0,HOME_OWN,1,1,0,>15 miles,0,1,2.0,1,1,1,2,4.0,4.0,4.0,5,5,5,2.0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
66,30004634,2.0,,-9,-9,-9,5.0,5.0,5.0,2,0.0,9,1,1,1.0,3.0,HOME_OWN,0,1,non-work,Not Sure,non-work,non-work,3.0,1,1,9,2,5.0,5.0,5.0,-9,-9,-9,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
67,30004800,7.0,5.0,5,5,5,4.0,4.0,4.0,1,1.0,7,1,1,1.0,4.0,HOME_OWN,1,2,0.5,>15 miles,0.5,0,4.0,1,1,7,1,4.0,4.0,4.0,5,5,5,5.0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
68,30004801,4.0,2.0,4,4,5,2.0,4.0,4.0,2,1.0,1,1,3,1.0,2.0,HOME_RENT,1,1,0,10 - 15 miles,1,1,2.0,3,1,1,2,4.0,4.0,2.0,5,4,4,2.0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
69,30004939,6.0,,-9,-9,-9,5.0,5.0,5.0,1,0.3333333333333333,4,1,2,0.6666666666666666,3.0,HOME_OWN,<0.5,>2,<0.5,5-10 miles,<0.5,0,3.0,2,1,4,1,5.0,5.0,5.0,-9,-9,-9,,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
70,30005002,5.0,2.0,5,4,5,4.0,5.0,5.0,2,0.0,9,1,1,1.0,3.0,HOME_OWN,0,1,non-work,Not Sure,non-work,non-work,3.0,1,1,9,2,5.0,5.0,4.0,5,4,5,2.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
71,30005067,6.0,,-9,-9,-9,5.0,5.0,5.0,2,0.0,9,4,6,1.0,3.0,HOME_OWN,0,1,non-work,Not Sure,non-work,non-work,3.0,6,4,9,2,5.0,5.0,5.0,-9,-9,-9,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
72,30005093,6.0,3.0,5,5,4,4.0,4.0,4.0,1,0.5,2,1,3,1.0,3.0,HOME_OWN,>0.5,2,0.5,10 - 15 miles,0.5,0.5,3.0,3,1,2,1,4.0,4.0,4.0,4,5,5,3.0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
73,30005158,7.0,4.0,5,5,5,3.0,3.0,5.0,2,1.0,1,2,6,1.0,4.0,HOME_OWN,1,1,1,<=5 miles,1,1,4.0,6,2,1,2,5.0,3.0,3.0,5,5,5,4.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
74,30005199,4.0,3.0,4,4,5,2.0,4.0,2.0,1,0.2,4,1,1,0.4,3.0,HOME_RENT,<0.5,>2,<0.5,<=5 miles,<0.5,<0.5,3.0,1,1,4,1,2.0,4.0,2.0,5,4,4,3.0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
75,30005202,3.0,2.0,5,4,4,4.0,4.0,4.0,2,1.0,1,2,6,1.0,4.0,HOME_RENT,1,1,0,<=5 miles,1,1,4.0,6,2,1,2,4.0,4.0,4.0,4,4,5,2.0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
76,30005268,1.0,,-9,-9,-9,,,,2,0.0,9,4,6,1.0,4.0,HOME_RENT,0,1,non-work,Not Sure,non-work,non-work,4.0,6,4,9,2,,,,-9,-9,-9,,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
77,30005283,1.0,,3,1,-9,,,1.0,2,0.0,9,1,1,0.0,1.0,HOME_RENT,0,1,non-work,Not Sure,non-work,non-work,1.0,1,1,9,2,1.0,,,-9,1,3,,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
78,30005315,3.0,1.0,5,5,4,1.0,2.0,2.0,2,0.0,9,1,2,1.0,3.0,HOME_OWN,0,1,non-work,Not Sure,non-work,non-work,3.0,2,1,9,2,2.0,2.0,1.0,4,5,5,1.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
79,30005372,9.0,3.0,2,4,3,4.0,4.0,2.0,1,0.5,2,1,5,1.0,4.0,HOME_OWN,>0.5,2,0,Not Sure,0,0,4.0,5,1,2,1,2.0,4.0,4.0,3,4,2,3.0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
80,30005383,6.0,3.0,5,5,5,4.0,4.0,4.0,2,0.0,9,1,3,1.0,5.0,HOME_OWN,0,1,non-work,Not Sure,non-work,non-work,5.0,3,1,9,2,4.0,4.0,4.0,5,5,5,3.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
81,30005445,6.0,,-9,-9,-9,2.0,4.0,5.0,2,0.0,9,4,6,1.0,3.0,HOME_OWN,0,1,non-work,Not Sure,non-work,non-work,3.0,6,4,9,2,5.0,4.0,2.0,-9,-9,-9,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
82,30005565,4.0,3.0,5,5,5,2.0,3.0,4.0,2,1.0,1,4,6,1.0,2.0,HOME_RENT,1,1,1,<=5 miles,1,1,2.0,6,4,1,2,4.0,3.0,2.0,5,5,5,3.0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
83,30005713,4.0,,-9,-9,-9,,,,2,0.0,9,1,5,1.0,2.0,HOME_OWN,0,1,non-work,Not Sure,non-work,non-work,2.0,5,1,9,2,,,,-9,-9,-9,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
84,30005945,9.0,4.0,4,3,3,4.0,4.0,4.0,2,1.0,1,4,6,1.0,4.0,HOME_OWN,1,1,1,>15 miles,1,1,4.0,6,4,1,2,4.0,4.0,4.0,3,3,4,4.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
85,30005964,1.0,2.0,5,5,5,1.0,1.0,3.0,2,0.0,1,2,6,1.0,3.0,HOME_RENT,0,1,non-work,Not Sure,non-work,non-work,3.0,6,2,1,2,3.0,1.0,1.0,5,5,5,2.0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
86,30005995,,4.0,5,5,5,5.0,5.0,5.0,1,0.5,7,2,6,1.0,3.0,HOME_OWN,>0.5,2,0,Not Sure,0.5,0,3.0,6,2,7,1,5.0,5.0,5.0,5,5,5,4.0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
87,30006078,8.0,2.0,-9,-9,-9,4.0,4.0,4.0,1,0.0,10,1,1,0.5,5.0,HOME_OWN,0,2,non-work,Not Sure,non-work,non-work,5.0,1,1,10,1,4.0,4.0,4.0,-9,-9,-9,2.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
88,30006185,5.0,3.0,5,5,5,5.0,5.0,5.0,1,0.0,10,4,6,1.0,4.0,HOME_OWN,0,2,non-work,Not Sure,non-work,non-work,4.0,6,4,10,1,5.0,5.0,5.0,5,5,5,3.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
89,30006198,4.0,4.0,4,5,5,5.0,5.0,5.0,1,0.3333333333333333,3,1,3,0.3333333333333333,2.0,HOME_RENT,<0.5,>2,<0.5,<=5 miles,<0.5,<0.5,2.0,3,1,3,1,5.0,5.0,5.0,5,5,4,4.0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
90,30006273,7.0,3.0,5,3,3,2.0,3.0,2.0,1,0.5,10,1,5,0.5,4.0,HOME_OWN,>0.5,>2,0.5,10 - 15 miles,0.5,<0.5,4.0,5,1,10,1,2.0,3.0,2.0,3,3,5,3.0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
91,30006274,4.0,2.0,5,4,4,5.0,5.0,5.0,2,0.0,9,4,6,1.0,5.0,HOME_RENT,0,1,non-work,Not Sure,non-work,non-work,5.0,6,4,9,2,5.0,5.0,5.0,4,4,5,2.0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
92,30006388,2.0,1.0,2,4,5,1.0,1.0,1.0,1,0.0,6,2,6,0.3333333333333333,2.0,HOME_RENT,0,>2,non-work,Not Sure,non-work,non-work,2.0,6,2,6,1,1.0,1.0,1.0,5,4,2,1.0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
93,30006397,6.0,,-9,-9,-9,3.0,1.0,3.0,1,0.5,2,1,1,1.0,4.0,HOME_RENT,>0.5,2,0.5,<=5 miles,0.5,0,4.0,1,1,2,1,3.0,1.0,3.0,-9,-9,-9,,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
94,30006683,,1.0,3,3,2,3.0,5.0,3.0,2,0.0,9,1,5,1.0,5.0,,0,1,non-work,Not Sure,non-work,non-work,5.0,5,1,9,2,3.0,5.0,3.0,2,3,3,1.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
95,30006697,6.0,1.0,-9,-9,-9,3.0,3.0,2.0,1,0.0,10,4,6,1.0,3.0,HOME_OWN,0,2,non-work,Not Sure,non-work,non-work,3.0,6,4,10,1,2.0,3.0,3.0,-9,-9,-9,1.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
96,30006777,1.0,1.0,4,1,4,1.0,5.0,1.0,2,1.0,1,1,1,0.0,3.0,HOME_RENT,1,1,0,5-10 miles,1,0,3.0,1,1,1,2,1.0,5.0,1.0,4,1,4,1.0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
97,30006851,5.0,2.0,4,5,5,4.0,4.0,4.0,1,0.5,10,1,1,1.0,3.0,HOME_OWN,>0.5,2,0,<=5 miles,0.5,0.5,3.0,1,1,10,1,4.0,4.0,4.0,5,5,4,2.0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
98,30006890,4.0,1.0,5,5,5,4.0,5.0,5.0,2,1.0,1,1,1,1.0,2.0,HOME_RENT,1,1,1,5-10 miles,1,1,2.0,1,1,1,2,5.0,5.0,4.0,5,5,5,1.0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
99,30006957,4.0,4.0,5,4,4,5.0,5.0,5.0,2,1.0,1,2,6,1.0,4.0,HOME_RENT,1,1,1,>15 miles,1,0,4.0,6,2,1,2,5.0,5.0,5.0,4,4,5,4.0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
100,30007091,4.0,5.0,5,5,5,5.0,5.0,5.0,2,0.0,9,4,6,1.0,2.0,HOME_OWN,0,1,non-work,Not Sure,non-work,non-work,2.0,6,4,9,2,5.0,5.0,5.0,5,5,5,5.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
101,30007173,5.0,5.0,5,5,5,5.0,5.0,5.0,1,0.0,10,1,1,1.0,5.0,HOME_OWN,0,2,non-work,Not Sure,non-work,non-work,5.0,1,1,10,1,5.0,5.0,5.0,5,5,5,5.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
102,30007193,7.0,,-9,-9,-9,4.0,4.0,4.0,1,1.0,2,4,6,1.0,5.0,HOME_OWN,1,2,1,>15 miles,0.5,0.5,5.0,6,4,2,1,4.0,4.0,4.0,-9,-9,-9,,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
103,30007260,8.0,4.0,4,5,5,2.0,2.0,4.0,1,1.0,2,1,5,1.0,4.0,HOME_OWN,1,2,0.5,10 - 15 miles,1,0,4.0,5,1,2,1,4.0,2.0,2.0,5,5,4,4.0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
104,30007345,7.0,4.0,4,5,5,2.0,3.0,5.0,2,1.0,1,1,3,1.0,5.0,HOME_OWN,1,1,1,5-10 miles,1,1,5.0,3,1,1,2,5.0,3.0,2.0,5,5,4,4.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
105,30007347,7.0,1.0,5,5,5,3.0,3.0,3.0,2,1.0,1,1,2,1.0,3.0,HOME_OWN,1,1,1,5-10 miles,1,1,3.0,2,1,1,2,3.0,3.0,3.0,5,5,5,1.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
106,30007398,6.0,4.0,4,5,5,4.0,4.0,4.0,2,0.0,9,1,2,1.0,2.0,HOME_OWN,0,1,non-work,Not Sure,non-work,non-work,2.0,2,1,9,2,4.0,4.0,4.0,5,5,4,4.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
107,30007462,11.0,5.0,5,5,5,4.0,5.0,4.0,1,1.0,2,4,6,1.0,5.0,HOME_RENT,1,2,0.5,<=5 miles,1,0,5.0,6,4,2,1,4.0,5.0,4.0,5,5,5,5.0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
108,30007520,5.0,1.0,2,4,5,1.0,3.0,1.0,2,0.0,1,2,6,1.0,5.0,HOME_RENT,0,1,non-work,Not Sure,non-work,non-work,5.0,6,2,1,2,1.0,3.0,1.0,5,4,2,1.0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
109,30007528,6.0,1.0,5,5,5,5.0,5.0,5.0,2,0.0,9,1,3,1.0,5.0,HOME_OWN,0,1,non-work,Not Sure,non-work,non-work,5.0,3,1,9,2,5.0,5.0,5.0,5,5,5,1.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
110,30007531,11.0,2.0,5,5,5,5.0,5.0,5.0,1,1.0,2,1,3,1.0,4.0,HOME_OWN,1,2,0.5,<=5 miles,1,0.5,4.0,3,1,2,1,5.0,5.0,5.0,5,5,5,2.0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
111,30007556,6.0,1.0,-9,-9,-9,5.0,5.0,5.0,1,0.5,4,4,6,0.5,4.0,HOME_OWN,>0.5,>2,<0.5,>15 miles,0.5,<0.5,4.0,6,4,4,1,5.0,5.0,5.0,-9,-9,-9,1.0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
112,30007603,8.0,5.0,5,5,4,5.0,5.0,5.0,2,1.0,1,1,2,1.0,4.0,HOME_OWN,1,1,1,10 - 15 miles,1,1,4.0,2,1,1,2,5.0,5.0,5.0,4,5,5,5.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
113,30007614,9.0,4.0,5,4,4,4.0,4.0,4.0,1,1.0,2,4,6,1.0,5.0,HOME_OWN,1,2,1,10 - 15 miles,0.5,0,5.0,6,4,2,1,4.0,4.0,4.0,4,4,5,4.0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
114,30007623,11.0,1.0,4,4,4,3.0,3.0,3.0,1,0.5,10,2,6,1.0,4.0,HOME_OWN,>0.5,2,0,<=5 miles,0.5,0,4.0,6,2,10,1,3.0,3.0,3.0,4,4,4,1.0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
115,30007674,6.0,,-9,-9,-9,4.0,4.0,4.0,2,1.0,1,1,1,1.0,2.0,HOME_OWN,1,1,1,<=5 miles,1,1,2.0,1,1,1,2,4.0,4.0,4.0,-9,-9,-9,,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
116,30007748,8.0,4.0,5,5,5,3.0,4.0,4.0,1,1.0,2,4,6,1.0,4.0,HOME_OWN,1,2,1,10 - 15 miles,1,0.5,4.0,6,4,2,1,4.0,4.0,3.0,5,5,5,4.0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
117,30007757,10.0,4.0,4,4,4,3.0,3.0,3.0,1,0.3333333333333333,10,1,2,1.0,5.0,HOME_OWN,<0.5,>2,<0.5,Not Sure,0,0,5.0,2,1,10,1,3.0,3.0,3.0,4,4,4,4.0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
118,30007907,1.0,5.0,5,5,5,5.0,5.0,5.0,2,0.0,9,4,6,1.0,3.0,HOME_OWN,0,1,non-work,Not Sure,non-work,non-work,3.0,6,4,9,2,5.0,5.0,5.0,5,5,5,5.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
119,30007978,8.0,1.0,5,5,5,2.0,2.0,5.0,1,1.0,2,4,6,1.0,3.0,HOME_OWN,1,2,0.5,<=5 miles,1,0.5,3.0,6,4,2,1,5.0,2.0,2.0,5,5,5,1.0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
120,30008157,6.0,1.0,4,3,1,2.0,4.0,1.0,1,0.3333333333333333,4,1,5,0.6666666666666666,5.0,HOME_OWN,<0.5,>2,<0.5,>15 miles,0,0,5.0,5,1,4,1,1.0,4.0,2.0,1,3,4,1.0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
121,30008187,6.0,5.0,5,5,5,5.0,5.0,5.0,1,1.0,2,4,6,1.0,3.0,HOME_OWN,1,2,1,5-10 miles,0.5,0.5,3.0,6,4,2,1,5.0,5.0,5.0,5,5,5,5.0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
122,30008251,6.0,2.0,5,5,5,5.0,5.0,5.0,1,1.0,2,4,6,1.0,4.0,HOME_OWN,1,2,non-work,Not Sure,non-work,non-work,4.0,6,4,2,1,5.0,5.0,5.0,5,5,5,2.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
123,30008258,3.0,,-9,-9,-9,4.0,4.0,4.0,1,0.0,10,1,5,1.0,3.0,HOME_OWN,0,2,non-work,Not Sure,non-work,non-work,3.0,5,1,10,1,4.0,4.0,4.0,-9,-9,-9,,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
124,30008324,8.0,1.0,5,4,4,2.0,2.0,3.0,1,0.6666666666666666,6,2,6,0.6666666666666666,5.0,HOME_OWN,>0.5,>2,>0.5,<=5 miles,>0.5,<0.5,5.0,6,2,6,1,3.0,2.0,2.0,4,4,5,1.0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
125,30008397,6.0,5.0,5,5,5,3.0,3.0,3.0,1,1.0,2,4,6,1.0,2.0,HOME_OWN,1,2,1,Not Sure,1,0,2.0,6,4,2,1,3.0,3.0,3.0,5,5,5,5.0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
126,30008472,6.0,3.0,5,5,5,1.0,1.0,4.0,1,0.0,10,1,1,1.0,5.0,HOME_OWN,0,2,non-work,Not Sure,non-work,non-work,5.0,1,1,10,1,4.0,1.0,1.0,5,5,5,3.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
127,30008483,6.0,3.0,5,5,5,4.0,3.0,3.0,1,0.6666666666666666,4,1,3,0.6666666666666666,5.0,HOME_OWN,>0.5,>2,0,5-10 miles,0,0,5.0,3,1,4,1,3.0,3.0,4.0,5,5,5,3.0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
128,30008546,10.0,2.0,5,4,4,5.0,5.0,5.0,1,1.0,2,2,6,1.0,5.0,HOME_OWN,1,>2,1,<=5 miles,1,<0.5,5.0,6,2,2,1,5.0,5.0,5.0,4,4,5,2.0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
129,30008574,,,-9,-9,-9,,,,1,0.0,10,4,6,1.0,5.0,HOME_OWN,0,2,non-work,Not Sure,non-work,non-work,5.0,6,4,10,1,,,,-9,-9,-9,,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
130,30009004,10.0,2.0,5,5,5,5.0,5.0,5.0,1,1.0,2,4,6,1.0,5.0,HOME_OWN,1,2,1,>15 miles,1,0.5,5.0,6,4,2,1,5.0,5.0,5.0,5,5,5,2.0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
131,30009092,2.0,3.0,4,4,5,4.0,4.0,4.0,2,1.0,1,1,1,1.0,5.0,HOME_RENT,1,1,1,<=5 miles,0,1,5.0,1,1,1,2,4.0,4.0,4.0,5,4,4,3.0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
132,30009116,7.0,4.0,5,5,5,2.0,4.0,4.0,1,0.4,4,4,6,0.4,4.0,HOME_OWN,<0.5,>2,<0.5,10 - 15 miles,<0.5,0,4.0,6,4,4,1,4.0,4.0,2.0,5,5,5,4.0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
133,30009193,6.0,4.0,5,5,4,4.0,5.0,5.0,1,0.5,2,1,3,1.0,4.0,HOME_OWN,>0.5,2,0.5,Not Sure,0.5,0,4.0,3,1,2,1,5.0,5.0,4.0,4,5,5,4.0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
134,30009226,3.0,4.0,4,5,5,3.0,3.0,3.0,2,1.0,2,4,6,1.0,4.0,HOME_RENT,1,2,0,<=5 miles,0.5,0,4.0,6,4,2,2,3.0,3.0,3.0,5,5,4,4.0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
135,30009251,11.0,5.0,4,5,4,5.0,5.0,5.0,1,0.0,10,1,2,0.6666666666666666,5.0,HOME_OWN,0,>2,non-work,Not Sure,non-work,non-work,5.0,2,1,10,1,5.0,5.0,5.0,4,5,4,5.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
136,30009261,7.0,1.0,4,4,4,4.0,4.0,4.0,1,0.0,10,1,1,1.0,5.0,HOME_OWN,0,2,non-work,Not Sure,non-work,non-work,5.0,1,1,10,1,4.0,4.0,4.0,4,4,4,1.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
137,30009323,9.0,5.0,4,5,5,5.0,5.0,5.0,1,0.3333333333333333,6,1,1,0.6666666666666666,5.0,HOME_OWN,<0.5,>2,<0.5,>15 miles,0,<0.5,5.0,1,1,6,1,5.0,5.0,5.0,5,5,4,5.0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
138,30009362,8.0,1.0,4,4,4,2.0,2.0,2.0,1,0.4,4,1,1,0.4,5.0,HOME_OWN,<0.5,>2,<0.5,<=5 miles,<0.5,0,5.0,1,1,4,1,2.0,2.0,2.0,4,4,4,1.0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
