,HOUSEID,TRAVDAY,HOMEOWN,HHFAMINC,WALK,BIKE,TAXI,BUS,TRAIN,PRICE,PLACE,WALK2SAVE,BIKE2SAVE,PTRANS,HHRELATD,DRVRCNT,CNTTDHH,NUMADLT,YOUNGCHILD,WRKCOUNT,LIF_CYC,RAIL,URBAN,URBANSIZE,CDIVMSAR,WEBUSE17,SMPLSRCE,DRVRCNTPROP,WRKCOUNT_ratio,NUMADLT_ratio,YOUNGCHILD_ratio,HHSIZE_cleaned,VEHOWN,AVG_AGE,AVG_AGE_binned,HIGH_EDUC,FT_ratio,AVG_WORK_DIST,AVG_TIME,HEALTH,avg_trips,avg_trips_binned,one_job,flexible_work
5629,30346880,2,HOME_OWN,2,5,Never,5,5,1,4,4,5,5,2,1,>2,9,1.0,0.0,0.25,8,1,1,2,21,Rarely,2,0.75,<0.5,1,0,>2,1,58.5,50 - 60,5.0,<0.5,>15 miles,>30,4.0,2.25,2 - 3,<0.5,<0.5
5630,30346968,4,HOME_OWN,7,5,Never,5,5,5,2,4,3,3,3,1,>2,18,0.5,0.0,0.75,8,2,4,6,24,Daily,2,0.75,>0.5,>0.5,0,>2,1,30.75,30 - 40,5.0,<0.5,>15 miles,20 - 30,3.0,4.5,4 - 5,<0.5,<0.5
5631,30347002,6,HOME_RENT,4,NA,NA,-9,-9,-9,1,1,5,5,5,2,1,4,1.0,0.0,0.0,1,1,1,2,21,Daily,2,1.0,0,1,0,1,1,56.0,50 - 60,3.0,non-work,Not Sure,non-work,4.0,4.0,3 - 4,non-work,non-work
5632,30347024,6,HOME_OWN,11,2,Rarely,5,5,4,1,3,3,4,4,1,2,22,1.0,0.0,1.0,2,2,1,3,22,Daily,1,1.0,1,1,0,2,1,56.5,50 - 60,5.0,1,>15 miles,20 - 30,1.0,11.0,>5,1,0
5633,30347072,2,HOME_OWN,11,3,Rarely,5,4,4,4,3,3,2,2,1,>2,21,0.5,0.0,0.75,6,2,1,3,22,Daily,2,0.75,>0.5,>0.5,0,>2,1,34.75,30 - 40,5.0,>0.5,<=5 miles,10 - 20,1.0,5.25,>5,>0.5,<0.5
5634,30347122,3,HOME_OWN,3,3,Never,4,4,4,2,3,3,5,4,2,1,12,1.0,0.0,0.0,1,1,1,5,21,Daily,2,1.0,0,1,0,1,1,62.0,>60,4.0,non-work,Not Sure,non-work,2.0,12.0,>5,non-work,non-work
5635,30347232,4,HOME_OWN,3,4,Rarely,5,5,5,2,3,3,5,5,2,1,1,1.0,0.0,1.0,1,2,4,6,23,Daily,2,1.0,1,1,0,1,1,62.0,>60,5.0,1,Not Sure,non-work,2.0,1.0,<=2,1,0
5636,30347247,2,HOME_OWN,8,5,Never,5,5,5,4,3,5,5,5,1,>2,12,1.0,0.0,0.0,10,2,4,6,24,Daily,2,1.0,0,1,0,>2,1,58.333333333333336,50 - 60,3.0,non-work,Not Sure,non-work,3.0,4.0,3 - 4,non-work,non-work
5637,30347302,3,HOME_OWN,6,4,Never,5,5,5,1,3,4,5,5,1,2,4,1.0,0.0,0.0,10,2,4,6,23,Daily,2,1.0,0,1,0,2,1,65.5,>60,4.0,non-work,Not Sure,non-work,1.0,2.0,<=2,non-work,non-work
5638,30347315,3,HOME_RENT,6,2,Rarely,5,5,5,5,3,2,1,3,2,2,21,1.0,0.0,0.6666666666666666,2,2,1,1,23,Daily,2,0.6666666666666666,>0.5,1,0,>2,1,24.33333333333333,<=30,4.0,<0.5,<=5 miles,10 - 20,3.0,7.0,>5,>0.5,0
5639,30347358,6,HOME_RENT,9,1,Never,4,4,4,4,5,4,5,5,2,2,16,1.0,0.0,0.5,2,1,1,5,21,Daily,2,1.0,>0.5,1,0,2,1,46.5,40 - 50,5.0,0.5,5-10 miles,10 - 20,1.0,8.0,>5,0.5,0.5
5640,30347370,2,HOME_OWN,7,1,Rarely,5,5,5,3,4,4,4,4,1,2,12,0.75,0.0,0.5,6,2,2,6,24,Daily,2,0.5,>0.5,>0.5,0,>2,1,32.0,30 - 40,5.0,0.5,<=5 miles,10 - 20,2.0,3.0,2 - 3,<0.5,0
5641,30347443,1,HOME_RENT,6,3,Rarely,5,5,4,1,2,4,4,4,1,2,8,1.0,0.0,0.0,2,2,1,1,23,Daily,2,1.0,0,1,0,2,1,32.5,30 - 40,4.0,non-work,Not Sure,non-work,2.0,4.0,3 - 4,non-work,non-work
5642,30347458,2,HOME_OWN,9,4,Never,5,4,5,4,4,4,4,4,1,2,11,0.6666666666666666,0.3333333333333333,0.6666666666666666,4,2,1,1,23,Daily,2,0.6666666666666666,>0.5,>0.5,<0.5,>2,1,37.0,30 - 40,5.0,>0.5,>15 miles,>30,3.0,5.5,>5,>0.5,<0.5
5643,30347482,6,HOME_RENT,5,5,Never,5,5,5,3,3,3,3,3,2,1,4,1.0,0.0,0.0,9,2,1,1,23,Rarely,2,1.0,0,1,0,1,1,86.0,>60,3.0,non-work,Not Sure,non-work,2.0,4.0,3 - 4,non-work,non-work
5644,30347552,5,HOME_OWN,7,1,Never,3,3,2,3,3,3,4,2,2,1,5,1.0,0.0,1.0,9,1,1,5,21,Daily,2,1.0,1,1,0,1,1,71.0,>60,5.0,0,<=5 miles,<=10,1.0,5.0,4 - 5,1,1
5645,30347562,2,HOME_OWN,2,2,Never,5,5,5,2,4,4,5,5,2,1,8,1.0,0.0,1.0,1,2,2,6,24,Daily,2,1.0,1,1,0,1,1,65.0,>60,3.0,0,<=5 miles,<=10,3.0,8.0,>5,1,1
5646,30347583,6,HOME_RENT,NA,4,Never,3,5,5,1,1,NA,NA,NA,1,1,4,1.0,0.0,0.0,10,1,1,5,21,Never,2,0.5,0,1,0,2,1,64.5,>60,4.0,non-work,Not Sure,non-work,4.0,2.0,<=2,non-work,non-work
5647,30347603,2,HOME_OWN,2,NA,Rarely,-9,-9,-9,1,1,NA,2,NA,2,1,0,1.0,0.0,0.0,9,2,4,6,23,Rarely,2,1.0,0,1,0,1,1,63.0,>60,3.0,non-work,Not Sure,non-work,3.0,0.0,<=2,non-work,non-work
5648,30347705,3,HOME_OWN,NA,5,Never,5,5,5,4,4,5,5,5,1,1,8,1.0,0.0,0.0,10,2,1,1,23,Never,2,0.5,0,1,0,2,1,82.5,>60,2.0,non-work,Not Sure,non-work,3.0,4.0,3 - 4,non-work,non-work
5649,30347779,7,HOME_OWN,10,5,Never,4,5,5,5,3,5,5,5,1,2,4,1.0,0.0,0.5,10,2,4,6,23,Daily,2,1.0,>0.5,1,0,2,1,53.0,50 - 60,5.0,0.5,Not Sure,non-work,4.0,2.0,<=2,0.5,0
5650,30347830,1,HOME_RENT,5,2,Rarely,5,5,5,1,2,1,1,4,2,1,3,1.0,0.0,1.0,1,2,1,3,22,Daily,2,1.0,1,1,0,1,1,23.0,<=30,5.0,1,<=5 miles,<=10,1.0,3.0,2 - 3,1,1
5651,30347874,4,HOME_OWN,7,5,Never,-9,5,5,3,3,3,3,3,1,2,11,1.0,0.0,0.5,10,2,4,6,23,Daily,2,1.0,>0.5,1,0,2,1,68.0,>60,5.0,0,Not Sure,non-work,2.0,5.5,>5,0.5,0
5652,30347964,2,HOME_RENT,5,1,Never,4,5,4,5,5,5,5,5,2,1,5,1.0,0.0,1.0,1,2,1,2,23,Daily,2,1.0,1,1,0,1,1,42.0,40 - 50,3.0,1,Not Sure,non-work,3.0,5.0,4 - 5,1,0
5653,30347984,3,HOME_OWN,4,5,Never,5,5,5,1,2,5,5,5,1,2,4,1.0,0.0,0.0,10,2,1,1,23,Daily,2,1.0,0,1,0,2,1,65.5,>60,2.0,non-work,Not Sure,non-work,3.0,2.0,<=2,non-work,non-work
5654,30347991,5,HOME_OWN,5,5,Rarely,5,5,5,3,3,5,5,5,2,1,2,1.0,0.0,0.0,9,2,4,6,24,Daily,2,1.0,0,1,0,1,1,83.0,>60,3.0,non-work,Not Sure,non-work,2.0,2.0,<=2,non-work,non-work
5655,30348048,7,HOME_OWN,6,2,Rarely,5,4,5,4,3,4,4,4,1,2,15,1.0,0.0,0.5,10,2,1,3,23,Daily,2,1.0,>0.5,1,0,2,1,52.5,50 - 60,3.0,non-work,Not Sure,non-work,2.0,7.5,>5,non-work,non-work
5656,30348062,5,HOME_OWN,9,3,Rarely,5,5,5,4,4,4,4,4,1,2,24,0.5,0.0,0.5,6,2,1,3,22,Daily,1,0.5,>0.5,>0.5,0,>2,1,24.5,<=30,4.0,0.5,10 - 15 miles,10 - 20,2.0,6.0,>5,0.5,<0.5
5657,30348103,3,HOME_OWN,6,5,Never,5,5,5,1,2,5,5,5,1,2,20,1.0,0.0,0.0,10,2,1,1,23,Daily,2,1.0,0,1,0,2,1,61.5,>60,5.0,non-work,Not Sure,non-work,1.0,10.0,>5,non-work,non-work
5658,30348202,1,HOME_OWN,7,3,Never,5,5,4,4,4,5,5,5,1,2,0,1.0,0.0,1.0,2,1,1,2,21,Daily,2,1.0,1,1,0,2,1,49.0,40 - 50,3.0,1,>15 miles,>30,4.0,0.0,<=2,1,0.5
5659,30348275,5,HOME_OWN,6,4,NA,-9,-9,-9,4,4,4,NA,NA,1,2,3,1.0,0.0,0.0,10,2,1,3,22,Daily,2,1.0,0,1,0,2,1,73.5,>60,3.0,non-work,Not Sure,non-work,4.0,1.5,<=2,non-work,non-work
5660,30348372,5,HOME_OWN,NA,NA,Rarely,5,5,5,1,2,3,3,5,1,>2,18,1.0,0.0,1.0,8,2,4,6,24,Daily,2,1.0,1,1,0,>2,1,36.5,30 - 40,3.0,0.5,5-10 miles,10 - 20,2.0,4.5,4 - 5,>0.5,<0.5
5661,30348495,5,HOME_OWN,4,NA,NA,-9,-9,-9,3,3,3,3,3,1,2,8,1.0,0.0,0.0,10,2,4,6,23,Daily,2,1.0,0,1,0,2,1,76.5,>60,2.0,non-work,Not Sure,non-work,3.0,4.0,3 - 4,non-work,non-work
5662,30348496,3,HOME_OWN,6,2,Rarely,5,5,5,2,2,1,1,5,1,2,4,1.0,0.0,1.0,2,2,2,6,23,Daily,2,1.0,1,1,0,2,1,24.0,<=30,3.0,1,10 - 15 miles,10 - 20,2.0,2.0,<=2,1,0.5
5663,30348541,7,HOME_OWN,4,1,Rarely,5,5,5,2,3,3,3,3,2,1,0,1.0,0.0,0.0,9,2,1,1,23,Daily,2,1.0,0,1,0,1,1,74.0,>60,5.0,non-work,Not Sure,non-work,2.0,0.0,<=2,non-work,non-work
5664,30348576,4,HOME_OWN,11,3,Never,4,5,3,5,4,5,5,5,2,1,0,1.0,0.0,1.0,1,1,1,5,21,Daily,2,1.0,1,1,0,1,1,48.0,40 - 50,5.0,non-work,Not Sure,non-work,3.0,0.0,<=2,non-work,non-work
5665,30348591,4,HOME_OWN,7,5,Never,5,5,5,1,2,3,3,4,1,>2,30,0.8,0.0,0.8,8,2,1,2,23,Daily,2,1.0,>0.5,>0.5,0,>2,1,32.2,30 - 40,4.0,<0.5,>15 miles,20 - 30,3.0,6.0,>5,>0.5,<0.5
5666,30348593,3,HOME_OWN,3,NA,NA,5,5,5,1,1,NA,NA,NA,1,1,12,1.0,0.0,0.0,10,2,4,6,23,Never,2,0.5,0,1,0,2,1,75.0,>60,1.0,non-work,Not Sure,non-work,4.0,6.0,>5,non-work,non-work
5667,30348656,3,HOME_OWN,6,2,Never,5,5,5,2,4,4,5,5,1,2,1,1.0,0.0,1.0,2,2,2,6,24,Daily,2,1.0,1,1,0,2,1,65.5,>60,5.0,0,>15 miles,>30,3.0,0.5,<=2,1,0
5668,30348662,5,HOME_OWN,8,1,Rarely,5,4,5,3,3,4,4,5,1,2,7,1.0,0.0,0.5,10,2,1,1,23,Daily,2,1.0,>0.5,1,0,2,1,69.0,>60,5.0,0,>15 miles,<=10,2.0,3.5,3 - 4,0.5,0
5669,30348692,6,HOME_OWN,5,4,Never,3,4,5,3,3,3,3,4,2,1,5,1.0,0.0,0.0,9,1,1,5,21,Never,1,1.0,0,1,0,1,1,70.0,>60,3.0,non-work,Not Sure,non-work,4.0,5.0,4 - 5,non-work,non-work
5670,30348721,6,HOME_OWN,7,4,Never,5,5,5,2,4,4,5,5,1,2,3,1.0,0.0,1.0,10,2,4,6,23,Daily,2,1.0,1,1,0,2,1,60.0,50 - 60,4.0,0.5,10 - 15 miles,10 - 20,3.0,1.5,<=2,1,0.5
5671,30348757,5,HOME_OWN,11,1,Never,4,4,2,2,1,2,3,4,1,>2,36,0.25,0.125,0.375,4,1,1,5,21,Daily,2,0.375,<0.5,<0.5,<0.5,>2,1,21.285714285714285,<=30,5.0,<0.5,>15 miles,>30,3.0,5.142857142857143,>5,<0.5,<0.5
5672,30348790,6,HOME_RENT,5,1,Never,5,5,5,3,4,4,4,4,1,2,6,0.6666666666666666,0.0,0.6666666666666666,8,2,4,6,23,Daily,2,0.6666666666666666,>0.5,>0.5,0,>2,1,37.66666666666666,30 - 40,2.0,>0.5,10 - 15 miles,10 - 20,2.0,2.0,<=2,>0.5,<0.5
5673,30348862,2,HOME_RENT,2,3,Never,4,2,4,3,2,2,3,1,2,0,5,1.0,0.0,0.0,9,1,1,5,21,Rarely,2,0.0,0,1,0,1,0,66.0,>60,2.0,non-work,Not Sure,non-work,3.0,5.0,4 - 5,non-work,non-work
5674,30348916,4,HOME_OWN,8,5,Never,5,5,5,1,2,3,3,3,1,2,7,1.0,0.0,0.0,10,2,4,6,24,Daily,2,1.0,0,1,0,2,1,64.0,>60,5.0,non-work,Not Sure,non-work,4.0,3.5,3 - 4,non-work,non-work
5675,30349065,1,HOME_OWN,8,3,Rarely,5,4,4,4,2,4,4,4,1,2,6,0.6666666666666666,0.0,0.3333333333333333,6,2,1,2,23,Daily,2,0.6666666666666666,<0.5,>0.5,0,>2,1,32.0,30 - 40,4.0,<0.5,>15 miles,20 - 30,4.0,2.0,<=2,<0.5,0
5676,30349081,7,HOME_OWN,7,5,Never,5,5,5,3,3,4,4,4,1,2,6,0.6666666666666666,0.3333333333333333,0.6666666666666666,4,2,1,3,22,Daily,2,0.6666666666666666,>0.5,>0.5,<0.5,>2,1,32.5,30 - 40,4.0,<0.5,>15 miles,20 - 30,2.0,3.0,2 - 3,>0.5,0
5677,30349107,2,NA,4,2,Never,5,4,4,2,2,4,4,4,1,2,4,1.0,0.0,0.5,10,2,1,1,23,Daily,2,1.0,>0.5,1,0,2,1,55.0,50 - 60,4.0,0.5,<=5 miles,10 - 20,4.0,2.0,<=2,0.5,0.5
5678,30349146,1,HOME_RENT,9,1,Never,3,3,1,3,2,2,3,3,2,1,5,1.0,0.0,1.0,1,1,1,5,21,Daily,2,1.0,1,1,0,1,0,28.0,<=30,4.0,1,<=5 miles,>30,3.0,5.0,4 - 5,1,0
5679,30349305,2,HOME_OWN,8,2,Rarely,5,5,4,2,3,3,3,3,1,2,7,1.0,0.0,1.0,2,2,4,6,24,Daily,2,1.0,1,1,0,2,1,54.5,50 - 60,5.0,1,5-10 miles,10 - 20,3.0,3.5,3 - 4,1,0.5
5680,30349385,6,HOME_OWN,6,1,Rarely,5,5,5,1,2,4,4,5,1,2,19,0.5,0.0,0.5,5,2,1,2,23,Daily,2,0.5,>0.5,>0.5,0,>2,1,23.25,<=30,3.0,0,<=5 miles,<=10,1.0,4.75,4 - 5,<0.5,<0.5
5681,30349392,1,HOME_RENT,5,2,Never,5,5,5,3,4,4,4,4,2,1,10,1.0,0.0,0.0,1,1,1,2,21,Daily,2,1.0,0,1,0,1,1,66.0,>60,2.0,non-work,Not Sure,non-work,2.0,10.0,>5,non-work,non-work
5682,30349402,3,HOME_OWN,6,3,Rarely,4,5,5,3,4,2,2,5,1,2,6,1.0,0.0,1.0,2,2,2,6,23,Daily,2,1.0,1,1,0,2,1,61.5,>60,5.0,1,>15 miles,>30,3.0,3.0,2 - 3,1,0.5
5683,30349735,4,HOME_OWN,11,4,Never,4,4,4,4,4,5,5,5,1,2,6,1.0,0.0,0.5,2,2,1,3,22,Daily,1,1.0,>0.5,1,0,2,1,58.0,50 - 60,4.0,0.5,>15 miles,10 - 20,1.0,3.0,2 - 3,0.5,0
5684,30349829,3,HOME_OWN,1,1,Rarely,5,5,5,2,2,1,1,2,1,2,14,1.0,0.0,0.3333333333333333,10,2,1,2,23,Daily,2,0.6666666666666666,<0.5,1,0,>2,1,41.0,40 - 50,3.0,0,<=5 miles,10 - 20,4.0,4.666666666666667,4 - 5,<0.5,<0.5
5685,30349832,4,HOME_OWN,3,2,Never,5,5,5,2,2,3,3,4,1,2,6,1.0,0.0,0.5,2,2,1,1,23,Never,2,1.0,>0.5,1,0,2,1,54.0,50 - 60,2.0,0.5,>15 miles,20 - 30,3.0,3.0,2 - 3,0.5,0.5
5686,30349921,7,HOME_OWN,8,2,Never,5,5,5,4,4,4,4,4,1,2,10,1.0,0.0,1.0,2,2,1,3,22,Daily,2,1.0,1,1,0,2,1,62.5,>60,2.0,1,<=5 miles,10 - 20,3.0,5.0,4 - 5,1,0.5
5687,30349925,7,HOME_OWN,6,4,Rarely,5,5,5,4,4,5,5,5,1,2,18,1.0,0.0,1.0,2,2,2,6,24,Daily,2,1.0,1,1,0,2,1,70.5,>60,3.0,0.5,<=5 miles,<=10,2.0,9.0,>5,1,0
5688,30349932,6,HOME_OWN,4,4,Never,5,5,5,1,1,4,4,3,1,2,6,1.0,0.0,0.5,2,2,4,6,23,Daily,2,1.0,>0.5,1,0,2,1,53.5,50 - 60,2.0,0,<=5 miles,<=10,5.0,3.0,2 - 3,0.5,0.5
5689,30350015,7,HOME_OWN,4,4,Rarely,5,5,4,1,1,2,2,2,2,1,0,1.0,0.0,1.0,1,2,4,6,23,Daily,2,1.0,1,1,0,1,1,49.0,40 - 50,2.0,1,<=5 miles,20 - 30,2.0,0.0,<=2,1,1
5690,30350058,1,HOME_OWN,NA,4,Never,5,5,5,3,3,4,4,4,2,1,2,1.0,0.0,0.0,1,2,1,1,23,Daily,2,1.0,0,1,0,1,1,92.0,>60,2.0,non-work,Not Sure,non-work,3.0,2.0,<=2,non-work,non-work
5691,30350132,2,HOME_RENT,8,2,Never,5,5,5,1,3,5,5,5,1,2,8,1.0,0.0,1.0,2,2,1,2,23,Daily,1,1.0,1,1,0,2,1,44.0,40 - 50,4.0,1,<=5 miles,<=10,3.0,4.0,3 - 4,1,0.5
5692,30350287,4,HOME_RENT,1,1,Never,5,5,5,5,5,1,5,5,2,1,4,1.0,0.0,1.0,1,2,1,3,22,Never,2,1.0,1,1,0,1,1,60.0,50 - 60,2.0,0,<=5 miles,<=10,4.0,4.0,3 - 4,1,1
5693,30350346,5,HOME_OWN,7,4,Never,5,5,5,4,2,5,5,5,1,>2,15,0.6,0.0,0.4,6,2,4,6,24,Daily,2,0.6,<0.5,>0.5,0,>2,1,37.0,30 - 40,5.0,<0.5,<=5 miles,<=10,3.0,3.0,2 - 3,<0.5,<0.5
5694,30350348,1,HOME_OWN,9,5,Never,4,5,4,5,2,5,5,5,1,2,2,1.0,0.0,1.0,2,1,4,6,21,Daily,2,1.0,1,1,0,2,1,42.5,40 - 50,4.0,1,>15 miles,>30,3.0,1.0,<=2,1,0.5
5695,30350397,4,HOME_RENT,6,1,Never,5,3,5,4,3,1,3,2,2,1,3,1.0,0.0,1.0,1,2,1,1,23,Daily,2,1.0,1,1,0,1,0,48.0,40 - 50,5.0,1,<=5 miles,>30,2.0,3.0,2 - 3,1,0
5696,30350458,1,HOME_OWN,6,5,Never,5,4,5,3,4,3,5,5,2,1,11,1.0,0.0,1.0,1,2,2,6,24,Daily,2,1.0,1,1,0,1,1,31.0,30 - 40,4.0,1,>15 miles,20 - 30,1.0,11.0,>5,1,0
5697,30350538,6,HOME_RENT,3,1,Never,4,2,2,4,2,2,3,3,2,0,3,1.0,0.0,0.0,9,1,1,5,21,Daily,1,0.0,0,1,0,1,0,57.0,50 - 60,5.0,non-work,Not Sure,non-work,1.0,3.0,2 - 3,non-work,non-work
5698,30350563,1,HOME_RENT,2,1,Rarely,3,4,5,3,2,1,3,2,2,1,5,1.0,0.0,0.0,1,2,1,2,23,Daily,2,1.0,0,1,0,1,0,56.0,50 - 60,2.0,non-work,Not Sure,non-work,4.0,5.0,4 - 5,non-work,non-work
5699,30350592,6,HOME_OWN,5,5,Never,5,4,4,1,2,5,5,4,2,1,5,1.0,0.0,1.0,1,2,1,3,23,Daily,2,1.0,1,1,0,1,1,37.0,30 - 40,5.0,1,10 - 15 miles,<=10,1.0,5.0,4 - 5,1,0
5700,30350690,5,HOME_OWN,11,1,Rarely,3,3,1,5,5,5,5,5,1,2,4,1.0,0.0,1.0,2,1,1,5,21,Daily,2,1.0,1,1,0,2,1,59.5,50 - 60,5.0,1,5-10 miles,>30,1.0,2.0,<=2,1,0.5
5701,30350716,3,HOME_OWN,4,1,Never,3,3,3,3,3,4,3,1,1,0,15,0.75,0.0,0.5,6,1,1,5,21,Rarely,2,0.0,>0.5,>0.5,0,>2,0,26.75,<=30,3.0,0,>15 miles,10 - 20,4.0,3.75,3 - 4,0.5,<0.5
5702,30350767,2,HOME_OWN,9,1,Never,5,5,5,4,3,2,5,5,1,>2,30,1.0,0.0,1.0,8,2,2,6,23,Daily,2,1.0,1,1,0,>2,1,37.0,30 - 40,5.0,0.5,5-10 miles,<=10,2.0,7.5,>5,1,<0.5
5703,30350829,6,HOME_OWN,6,5,Never,5,5,5,4,3,5,5,5,1,>2,4,1.0,0.0,0.3333333333333333,10,2,4,6,24,Daily,2,1.0,<0.5,1,0,>2,1,65.0,>60,5.0,<0.5,Not Sure,non-work,3.0,1.3333333333333333,<=2,0,<0.5
5704,30350857,3,HOME_OWN,9,5,Never,5,4,4,3,3,5,5,3,1,2,4,1.0,0.0,0.0,10,1,1,5,21,Daily,2,1.0,0,1,0,2,1,63.5,>60,3.0,non-work,Not Sure,non-work,3.0,2.0,<=2,non-work,non-work
5705,30350890,4,HOME_OWN,6,2,Never,4,4,5,2,2,2,3,3,1,2,7,1.0,0.0,0.0,10,2,4,6,24,Daily,2,1.0,0,1,0,2,1,73.0,>60,5.0,non-work,Not Sure,non-work,2.0,3.5,3 - 4,non-work,non-work
5706,30350893,7,HOME_OWN,4,3,Never,5,5,5,2,2,2,5,5,1,2,3,1.0,0.0,0.0,10,2,2,6,24,Daily,2,1.0,0,1,0,2,1,67.0,>60,3.0,non-work,Not Sure,non-work,4.0,1.5,<=2,non-work,non-work
5707,30350954,1,HOME_OWN,8,4,Never,5,5,5,1,2,4,5,5,1,2,14,1.0,0.0,0.0,10,2,4,6,23,Daily,2,1.0,0,1,0,2,1,64.0,>60,4.0,non-work,Not Sure,non-work,2.0,7.0,>5,non-work,non-work
5708,30351167,7,HOME_RENT,2,1,Rarely,3,4,5,2,2,2,3,2,2,0,2,1.0,0.0,0.0,1,2,4,6,23,Daily,2,0.0,0,1,0,1,0,49.0,40 - 50,5.0,non-work,Not Sure,non-work,3.0,2.0,<=2,non-work,non-work
