,HOUSEID,HOMEOWN,HHFAMINC,WALK,BIKE,TAXI,BUS,TRAIN,PRICE,PLACE,WALK2SAVE,BIKE2SAVE,PTRANS,HHRELATD,CNTTDHH,NUMADLT,YOUNGCHILD,WRKCOUNT,LIF_CYC,RAIL,URBAN,URBANSIZE,CDIVMSAR,WEBUSE17,DRVRCNTPROP,WRKCOUNT_ratio,NUMADLT_ratio,YOUNGCHILD_ratio,HHSIZE_cleaned,VEHOWN,AVG_AGE,AVG_AGE_binned,HIGH_EDUC,FT_ratio,AVG_WORK_DIST,AVG_TIME,HEALTH,avg_trips,avg_trips_binned,one_job,flexible_work
11826,40271495,HOME_OWN,9,3,Never,5,4,4,4,4,5,4,4,1,10,1,0,1,2,1,1,2,21,Daily,1,1,1,0,>2,1,50,40 - 50,5,>0.5,>15 miles,>30,3,3.333333333,3-Apr,1,<0.5
11827,40271522,HOME_OWN,11,3,Never,4,5,4,5,3,5,5,5,1,20,0.5,0,0.5,8,1,2,6,21,Daily,1,>0.5,>0.5,0,>2,1,36.75,30 - 40,5,0.5,<=5 miles,<=10,1,5,4-May,0.5,<0.5
11828,40271691,HOME_OWN,3,1,Never,5,5,5,2,4,3,5,5,2,4,1,0,0,9,2,4,6,23,Daily,1,0,1,0,1,1,62,>60,3,non-work,Not Sure,non-work,3,4,3-Apr,non-work,non-work
11829,40271805,HOME_OWN,6,2,Rarely,5,5,5,2,2,4,4,4,1,0,1,0,0,10,2,4,6,23,Daily,0.666666667,0,1,0,>2,1,70.33333333,>60,3,non-work,Not Sure,non-work,3,0,<=2,non-work,non-work
11830,40271815,HOME_OWN,3,5,Never,5,5,4,2,2,5,4,3,1,9,0.5,0.25,0.25,4,1,1,1,21,Daily,0.5,<0.5,>0.5,<0.5,>2,1,23.66666667,<=30,3,<0.5,5-10 miles,Oct-20,1,3,2-Mar,<0.5,<0.5
11831,40271851,HOME_OWN,7,1,Never,5,5,5,1,4,5,5,5,1,0,1,0,0,10,2,2,6,23,Daily,1,0,1,0,2,1,69,>60,5,non-work,Not Sure,non-work,3,0,<=2,non-work,non-work
11832,40271970,HOME_OWN,6,4,Never,5,4,4,4,2,5,5,4,1,9,1,0,0,10,1,4,6,21,Never,1,0,1,0,2,1,82,>60,5,non-work,Not Sure,non-work,2,4.5,4-May,non-work,non-work
11833,40272084,HOME_OWN,10,5,Never,5,5,5,4,4,5,5,5,1,8,0.8,0,0.2,6,1,1,5,21,Daily,0.8,<0.5,>0.5,0,>2,1,34,30 - 40,5,<0.5,>15 miles,>30,1,1.6,<=2,<0.5,0
11834,40272085,HOME_OWN,8,2,Rarely,5,5,5,2,1,3,4,3,1,11,1,0,0.5,2,1,4,6,21,Daily,1,>0.5,1,0,2,1,68.5,>60,3,0.5,<=5 miles,<=10,4,5.5,>5,0.5,0
11835,40272110,HOME_OWN,7,4,Never,5,5,5,4,4,4,4,4,2,8,1,0,1,1,2,4,6,24,Daily,1,1,1,0,1,1,67,>60,4,1,<=5 miles,<=10,2,8,>5,1,1
11836,40272269,HOME_OWN,6,4,Rarely,5,5,5,2,3,2,2,4,1,9,0.666666667,0.333333333,0.333333333,4,2,1,1,23,Daily,0.666666667,<0.5,>0.5,<0.5,>2,1,28.5,<=30,3,<0.5,>15 miles,>30,2,4.5,4-May,<0.5,<0.5
11837,40272366,HOME_OWN,8,5,Never,5,5,5,3,2,5,5,5,2,2,1,0,1,1,2,1,1,23,Daily,1,1,1,0,1,1,69,>60,3,1,Not Sure,non-work,3,2,<=2,1,0
11838,40272454,HOME_OWN,7,3,Rarely,5,5,5,1,3,4,4,5,1,2,1,0,1,2,2,4,6,23,Daily,1,1,1,0,2,1,61.5,>60,2,1,10 - 15 miles,Oct-20,3,1,<=2,1,0.5
11839,40272534,HOME_OWN,10,5,Never,5,5,5,4,2,3,3,3,1,6,0.4,0.6,0.4,4,2,4,6,23,Daily,0.4,<0.5,<0.5,>0.5,>2,1,38,30 - 40,5,<0.5,10 - 15 miles,Oct-20,1,3,2-Mar,<0.5,<0.5
11840,40272583,HOME_RENT,2,5,Never,2,2,5,1,1,2,2,2,1,4,1,0,0.333333333,10,1,1,5,21,Rarely,0,<0.5,1,0,>2,0,62,>60,2,0,5-10 miles,Oct-20,4,1.333333333,<=2,<0.5,0
11841,40272622,HOME_OWN,4,5,Never,5,5,5,3,3,3,3,3,1,14,1,0,0.666666667,2,2,2,6,23,Daily,0.666666667,>0.5,1,0,>2,1,47.33333333,40 - 50,4,<0.5,<=5 miles,Oct-20,3,4.666666667,4-May,<0.5,<0.5
11842,40272652,HOME_OWN,,5,Never,5,5,5,1,2,5,5,5,1,5,1,0,1,2,2,4,6,23,Daily,1,1,1,0,2,1,59.5,50 - 60,2,1,10 - 15 miles,20 - 30,3,2.5,2-Mar,1,0.5
11843,40272701,HOME_OWN,6,1,Never,5,5,5,5,5,5,5,5,2,5,1,0,0,1,2,1,3,23,Daily,1,0,1,0,1,1,66,>60,5,non-work,Not Sure,non-work,2,5,4-May,non-work,non-work
11844,40272775,HOME_RENT,,4,Rarely,4,5,5,1,1,1,1,5,2,3,1,0,1,1,2,1,3,22,Daily,1,1,1,0,1,1,35,30 - 40,5,1,>15 miles,20 - 30,1,3,2-Mar,1,1
11845,40273018,HOME_RENT,3,3,Never,5,5,5,5,5,5,5,5,2,2,1,0,0,9,2,1,3,23,Never,1,0,1,0,1,1,78,>60,2,non-work,Not Sure,non-work,2,2,<=2,non-work,non-work
11846,40273019,HOME_OWN,,4,Never,5,5,5,2,2,3,5,5,1,14,0.5,0.5,0.5,4,2,4,6,23,Daily,0.5,>0.5,>0.5,>0.5,>2,1,37,30 - 40,4,0.5,>15 miles,>30,1,7,>5,0.5,<0.5
11847,40273129,HOME_OWN,5,4,Never,5,5,5,4,3,4,4,4,2,1,1,0,1,1,1,1,5,21,Daily,1,1,1,0,1,1,65,>60,4,0,<=5 miles,<=10,3,1,<=2,1,1
11848,40273210,HOME_OWN,6,1,Never,4,3,5,1,4,1,5,5,2,1,1,0,0,1,2,1,1,23,Daily,1,0,1,0,1,1,21,<=30,4,non-work,Not Sure,non-work,1,1,<=2,non-work,non-work
11849,40273221,HOME_OWN,6,5,Never,5,5,5,1,1,5,5,5,1,0,1,0,0,10,2,2,6,24,Daily,1,0,1,0,2,1,60,50 - 60,5,non-work,Not Sure,non-work,3,0,<=2,non-work,non-work
11850,40273252,HOME_RENT,8,4,Never,4,4,4,3,2,2,4,1,2,2,1,0,1,1,1,1,2,21,Daily,1,1,1,0,1,1,32,30 - 40,5,1,5-10 miles,Oct-20,3,2,<=2,1,0
11851,40273267,HOME_OWN,5,4,Rarely,5,5,5,2,3,4,2,5,1,3,1,0,0.5,10,2,4,6,24,Daily,1,>0.5,1,0,2,1,60,50 - 60,3,0,5-10 miles,Oct-20,5,1.5,<=2,0.5,0
11852,40273318,HOME_OWN,4,1,,-9,-9,-9,3,3,4,,,1,16,1,0,1,2,2,4,6,24,Daily,1,1,1,0,2,1,64,>60,4,1,Not Sure,non-work,1,8,>5,0.5,0
11853,40273384,HOME_OWN,4,2,Never,5,5,5,2,3,2,,,1,12,1,0,0,10,2,2,6,23,Rarely,0.5,0,1,0,2,1,70,>60,3,non-work,Not Sure,non-work,2,6,>5,non-work,non-work
11854,40273442,HOME_OWN,4,1,Never,4,3,2,3,1,2,5,5,2,6,1,0,1,1,1,1,5,21,Daily,1,1,1,0,1,1,29,<=30,4,0,Not Sure,non-work,2,6,>5,0,0
11855,40273778,HOME_OWN,8,,,-9,-9,-9,3,3,4,4,4,1,6,0.75,0,0.5,8,2,4,6,24,Daily,1,>0.5,>0.5,0,>2,1,36.5,30 - 40,3,0.5,10 - 15 miles,20 - 30,3,1.5,<=2,0.5,<0.5
11856,40273842,HOME_OWN,1,1,Rarely,5,5,5,4,3,3,3,3,2,0,1,0,1,1,2,4,6,23,Daily,1,1,1,0,1,1,54,50 - 60,2,1,>15 miles,20 - 30,2,0,<=2,0,0
11857,40273845,HOME_OWN,10,5,Never,5,5,5,5,4,5,5,5,1,6,1,0,0.5,10,1,1,2,21,Daily,1,>0.5,1,0,2,1,71,>60,5,0,<=5 miles,<=10,3,3,2-Mar,0.5,0.5
11858,40273872,HOME_OWN,7,1,Never,5,5,4,3,3,4,4,4,1,5,1,0,0.5,2,2,4,6,23,Rarely,1,>0.5,1,0,2,1,62.5,>60,3,0.5,5-10 miles,Oct-20,2,2.5,2-Mar,0.5,0.5
11859,40273888,HOME_RENT,2,5,Never,3,5,5,3,2,4,4,4,2,0,1,0,0,9,2,2,6,23,Daily,0,0,1,0,1,0,78,>60,2,non-work,Not Sure,non-work,3,0,<=2,non-work,non-work
11860,40273940,HOME_RENT,3,5,Never,5,5,5,3,3,5,5,5,2,0,1,0,0,9,2,4,6,24,Never,1,0,1,0,1,1,80,>60,2,non-work,Not Sure,non-work,3,0,<=2,non-work,non-work
11861,40273985,HOME_OWN,4,4,Never,5,5,5,1,1,4,4,4,1,4,1,0,0.5,2,1,1,5,21,Daily,1,>0.5,1,0,2,1,60.5,>60,4,non-work,Not Sure,non-work,2,2,<=2,non-work,non-work
11862,40274001,HOME_RENT,1,1,Never,5,3,5,1,1,2,5,4,2,0,1,0,0,1,2,1,3,23,Never,0,0,1,0,1,0,58,50 - 60,2,non-work,Not Sure,non-work,5,0,<=2,non-work,non-work
11863,40274050,HOME_OWN,10,4,Never,5,5,5,4,3,4,5,4,1,9,1,0,0.5,10,2,4,6,24,Daily,1,>0.5,1,0,2,1,61,>60,5,0.5,10 - 15 miles,Oct-20,3,4.5,4-May,0.5,0.5
11864,40274190,HOME_OWN,6,3,Never,5,4,5,3,2,4,5,5,1,8,1,0,0,10,2,1,3,22,Rarely,1,0,1,0,2,1,81.5,>60,5,non-work,Not Sure,non-work,3,4,3-Apr,non-work,non-work
11865,40274355,HOME_RENT,3,2,Never,3,3,5,1,2,1,3,1,2,2,1,0,0,1,2,1,1,23,Daily,1,0,1,0,1,0,33,30 - 40,2,non-work,Not Sure,non-work,4,2,<=2,non-work,non-work
11866,40274466,HOME_OWN,6,4,Rarely,5,5,5,2,3,2,2,3,1,21,1,0,1,8,2,1,2,23,Daily,1,1,1,0,>2,1,39,30 - 40,4,<0.5,5-10 miles,Oct-20,3,7,>5,1,<0.5
11867,40274560,HOME_RENT,2,2,,3,3,5,,2,2,5,2,2,2,1,0,0,9,1,1,5,21,Never,0,0,1,0,1,0,75,>60,1,non-work,Not Sure,non-work,3,2,<=2,non-work,non-work
11868,40274854,HOME_OWN,,5,Never,5,5,5,2,3,5,5,5,2,0,1,0,0,9,2,1,3,22,Never,1,0,1,0,1,1,78,>60,3,non-work,Not Sure,non-work,4,0,<=2,non-work,non-work
11869,40274905,HOME_OWN,6,,,-9,-9,-9,3,3,4,4,4,1,8,1,0,0.5,2,2,4,6,24,Daily,1,>0.5,1,0,2,1,59,50 - 60,2,0,>15 miles,>30,2,4,3-Apr,0,0.5
11870,40275077,HOME_OWN,2,2,Never,5,5,5,4,4,4,4,4,2,5,1,0,0,9,2,2,6,24,Rarely,1,0,1,0,1,1,62,>60,2,non-work,Not Sure,non-work,3,5,4-May,non-work,non-work
11871,40275097,HOME_OWN,7,4,,-9,-9,-9,1,3,4,4,4,1,7,0.428571429,0,0.285714286,6,2,1,1,23,Daily,0.571428571,<0.5,<0.5,0,>2,1,30.71428571,30 - 40,3,<0.5,5-10 miles,>30,5,1,<=2,<0.5,<0.5
11872,40275342,HOME_RENT,5,2,Never,4,3,5,4,2,2,4,2,2,0,1,0,0,9,2,1,3,23,Daily,0,0,1,0,1,0,70,>60,5,non-work,Not Sure,non-work,4,0,<=2,non-work,non-work
11873,40275469,HOME_OWN,4,,,-9,-9,1,1,,,,1,1,10,0.75,0,0.75,8,1,1,5,21,Daily,0.75,>0.5,>0.5,0,>2,1,40,30 - 40,3,>0.5,5-10 miles,>30,4,2.5,2-Mar,0.5,<0.5
11874,40275836,HOME_RENT,7,1,Never,4,2,1,2,2,4,5,2,1,9,0.666666667,0.333333333,0.666666667,4,1,1,5,21,Daily,0.333333333,>0.5,>0.5,<0.5,>2,1,28,<=30,5,>0.5,10 - 15 miles,>30,2,4.5,4-May,>0.5,<0.5
11875,40275921,HOME_RENT,10,2,Rarely,3,3,1,4,3,2,2,2,1,10,1,0,0.5,2,1,1,5,21,Daily,1,>0.5,1,0,2,1,34.5,30 - 40,4,0,5-10 miles,>30,2,5,4-May,0,0.5
11876,40275985,HOME_OWN,9,1,Rarely,3,5,4,5,4,5,5,5,1,7,1,0,0,10,1,1,5,21,Daily,1,0,1,0,2,1,63.5,>60,5,non-work,Not Sure,non-work,3,3.5,3-Apr,non-work,non-work
11877,40276034,HOME_OWN,8,5,Never,5,5,5,2,3,,,,1,6,1,0,1,2,1,4,6,21,Daily,1,1,1,0,2,1,57.5,50 - 60,5,0.5,10 - 15 miles,20 - 30,3,3,2-Mar,1,0.5
11878,40276109,HOME_OWN,4,5,Never,5,4,5,5,3,5,5,5,2,3,1,0,1,1,1,1,5,21,Daily,1,1,1,0,1,1,52,50 - 60,4,1,10 - 15 miles,20 - 30,2,3,2-Mar,1,1
11879,40276172,HOME_OWN,6,3,Never,5,5,5,3,2,4,4,4,1,2,1,0,0,10,2,1,3,23,Daily,1,0,1,0,2,1,65.5,>60,4,non-work,Not Sure,non-work,3,1,<=2,non-work,non-work
11880,40276199,HOME_OWN,3,5,Never,5,5,5,3,3,5,3,3,2,0,1,0,0,9,1,1,5,21,Rarely,0,0,1,0,1,0,84,>60,3,non-work,Not Sure,non-work,3,0,<=2,non-work,non-work
11881,40276213,,2,4,Never,5,5,5,4,2,5,5,5,1,4,1,0,0,10,2,4,6,23,Never,1,0,1,0,>2,1,80,>60,2,non-work,Not Sure,non-work,5,1.333333333,<=2,non-work,non-work
11882,40276352,HOME_OWN,11,2,Never,4,5,4,3,3,4,4,5,1,0,0.5,0.5,0.5,4,1,1,5,21,Daily,0.5,>0.5,>0.5,>0.5,>2,1,35.5,30 - 40,5,0.5,>15 miles,20 - 30,1,0,<=2,0.5,<0.5
11883,40276546,HOME_OWN,6,5,Never,5,5,5,3,2,5,5,5,1,21,0.5,0,0.5,6,2,4,6,23,Rarely,0.5,>0.5,>0.5,0,>2,1,24.25,<=30,2,<0.5,10 - 15 miles,Oct-20,3,5.25,>5,0.5,<0.5
11884,40276601,HOME_OWN,6,4,Never,5,5,5,2,3,3,5,5,1,9,1,0,1,2,2,1,3,22,Daily,1,1,1,0,2,1,60.5,>60,3,0.5,<=5 miles,Oct-20,3,4.5,4-May,1,0
11885,40276940,HOME_OWN,6,1,Never,2,1,2,3,1,1,5,1,2,6,1,0,1,1,1,1,5,21,Daily,1,1,1,0,1,0,80,>60,3,0,<=5 miles,>30,3,6,>5,1,1
11886,40277000,HOME_OWN,2,5,Never,4,5,5,1,1,3,4,3,2,2,1,0,1,1,2,4,6,24,Daily,1,1,1,0,1,1,54,50 - 60,2,1,>15 miles,Oct-20,2,2,<=2,1,0
11887,40277006,HOME_OWN,3,5,Never,5,5,5,1,1,,,,1,0,1,0,0,10,2,4,6,24,Never,1,0,1,0,2,1,80.5,>60,3,non-work,Not Sure,non-work,3,0,<=2,non-work,non-work
11888,40277010,HOME_OWN,8,1,Rarely,4,4,2,1,3,4,4,4,1,13,1,0,0.5,10,1,1,5,21,Daily,1,>0.5,1,0,2,1,58.5,50 - 60,5,0.5,Not Sure,non-work,3,6.5,>5,0.5,0
11889,40277091,HOME_OWN,8,5,Never,5,5,5,4,3,5,5,5,1,16,0.5,0,0.5,6,1,1,5,21,Daily,0.5,>0.5,>0.5,0,>2,1,25.5,<=30,4,<0.5,5-10 miles,20 - 30,2,4,3-Apr,<0.5,<0.5
11890,40277307,HOME_OWN,6,5,Never,3,4,2,1,1,5,5,2,2,1,1,0,1,1,1,1,5,21,Daily,1,1,1,0,1,1,45,40 - 50,3,1,>15 miles,>30,2,1,<=2,1,1
11891,40277356,HOME_OWN,7,4,Never,5,5,5,1,1,3,3,3,1,17,0.5,0,0.5,4,2,1,3,22,Daily,0.5,>0.5,>0.5,0,>2,1,22.75,<=30,4,<0.5,5-10 miles,Oct-20,3,4.25,4-May,0.5,<0.5
11892,40277702,HOME_OWN,10,5,Rarely,4,5,5,4,4,4,4,4,1,4,1,0,1,2,2,1,1,23,Daily,1,1,1,0,2,1,28.5,<=30,5,1,10 - 15 miles,Oct-20,1,2,<=2,1,0.5
11893,40277880,HOME_OWN,4,4,Rarely,5,4,5,3,4,4,4,4,1,0,1,0,0,10,2,1,3,22,Daily,1,0,1,0,2,1,67,>60,2,non-work,Not Sure,non-work,5,0,<=2,non-work,non-work
11894,40277935,HOME_OWN,11,3,Never,4,2,1,2,2,1,4,1,1,4,1,0,1,2,1,1,5,21,Never,0.333333333,1,1,0,>2,1,44.33333333,40 - 50,5,1,>15 miles,>30,1,1.333333333,<=2,1,<0.5
11895,40278087,HOME_OWN,6,3,Never,5,5,5,4,4,5,5,5,1,7,1,0,0.5,10,2,4,6,23,Daily,1,>0.5,1,0,2,1,76.5,>60,5,0.5,Not Sure,non-work,2,3.5,3-Apr,0.5,0
11896,40278100,HOME_RENT,4,4,Never,4,3,3,1,,,,2,2,5,1,0,0,9,1,1,5,21,Daily,1,0,1,0,1,1,77,>60,3,non-work,Not Sure,non-work,3,5,4-May,non-work,non-work
11897,40278157,HOME_OWN,9,3,Rarely,5,4,4,4,2,4,4,4,1,8,1,0,1,2,1,1,5,21,Daily,1,1,1,0,2,1,57,50 - 60,3,1,>15 miles,>30,2,4,3-Apr,1,0.5
11898,40278218,HOME_OWN,8,3,Never,4,5,5,5,4,5,5,5,1,9,0.666666667,0.333333333,0.666666667,4,2,1,2,23,Daily,0.666666667,>0.5,>0.5,<0.5,>2,1,33,30 - 40,5,<0.5,<=5 miles,<=10,2,4.5,4-May,>0.5,0
11899,40278234,HOME_OWN,11,4,Never,4,5,4,4,4,4,5,5,1,14,0.5,0,0.5,6,1,1,5,21,Daily,0.5,>0.5,>0.5,0,>2,1,25.25,<=30,5,0.5,>15 miles,20 - 30,2,3.5,3-Apr,0.5,<0.5
11900,40278593,HOME_OWN,4,5,Never,5,5,5,5,5,4,5,5,1,8,1,0,0,10,1,4,6,21,Daily,1,0,1,0,2,1,77.5,>60,2,non-work,Not Sure,non-work,3,4,3-Apr,non-work,non-work
11901,40278711,HOME_OWN,3,4,Never,5,5,5,3,3,5,5,5,1,2,1,0,0.666666667,8,2,2,6,24,Daily,0.666666667,>0.5,1,0,>2,1,48.66666667,40 - 50,3,>0.5,>15 miles,<=10,3,0.666666667,<=2,>0.5,0
11902,40278941,HOME_OWN,11,4,Never,3,5,3,5,2,5,5,3,2,0,1,0,1,1,1,1,5,21,Daily,1,1,1,0,1,1,53,50 - 60,4,1,Not Sure,non-work,1,0,<=2,1,0
11903,40278969,HOME_OWN,6,1,Never,4,5,4,4,4,5,5,5,1,12,1,0,0,10,1,1,2,21,Daily,1,0,1,0,2,1,74.5,>60,4,non-work,Not Sure,non-work,2,6,>5,non-work,non-work
11904,40279017,HOME_OWN,8,,,-9,-9,-9,1,,,,,1,4,1,0,1,2,2,1,3,22,Daily,1,1,1,0,2,1,72,>60,3,non-work,Not Sure,non-work,4,2,<=2,non-work,non-work
11905,40279034,HOME_OWN,6,5,Never,5,5,5,2,3,5,5,5,2,6,1,0,1,1,2,4,6,24,Daily,1,1,1,0,1,1,49,40 - 50,5,1,5-10 miles,<=10,3,6,>5,0,1
11906,40279071,HOME_OWN,6,4,Never,5,5,5,3,3,4,4,4,1,23,0.25,0.25,0.5,3,2,1,2,23,Daily,0.5,>0.5,<0.5,<0.5,>2,1,20.33333333,<=30,4,0,<=5 miles,<=10,2,7.666666667,>5,0.5,<0.5
11907,40279093,HOME_OWN,11,5,Never,4,5,4,5,2,5,5,2,1,2,1,0,0.5,2,1,1,2,21,Daily,1,>0.5,1,0,2,1,55.5,50 - 60,5,0.5,10 - 15 miles,20 - 30,2,1,<=2,0.5,0
11908,40279217,HOME_RENT,3,1,Never,3,4,5,4,1,1,5,4,1,24,0.222222222,0.222222222,0.111111111,4,1,1,5,21,Never,0,<0.5,<0.5,<0.5,>2,0,16.57142857,<=30,2,0,<=5 miles,Oct-20,1,3.428571429,3-Apr,<0.5,0
11909,40279320,HOME_OWN,11,3,Rarely,4,4,3,2,2,4,4,2,1,26,0.4,0.4,0.4,4,1,1,5,21,Daily,0.4,<0.5,<0.5,<0.5,>2,1,23.66666667,<=30,5,<0.5,<=5 miles,Oct-20,2,8.666666667,>5,<0.5,0
11910,40279360,HOME_OWN,7,1,Rarely,5,4,5,1,2,2,2,3,1,15,1,0,0.5,10,2,4,6,22,Daily,1,>0.5,1,0,2,1,59,50 - 60,3,non-work,Not Sure,non-work,2,7.5,>5,non-work,non-work
11911,40279396,HOME_OWN,10,2,Rarely,4,5,4,2,2,4,4,4,1,18,1,0,1,2,1,1,5,21,Daily,1,1,1,0,>2,1,43.33333333,40 - 50,5,>0.5,5-10 miles,Oct-20,2,6,>5,1,<0.5
11912,40279803,HOME_OWN,10,5,Never,5,5,5,4,3,4,5,5,1,4,1,0,0,10,2,4,6,22,Daily,1,0,1,0,2,1,63.5,>60,5,non-work,Not Sure,non-work,4,2,<=2,non-work,non-work
11913,40280298,HOME_OWN,,3,Never,5,5,5,4,4,4,4,5,2,6,1,0,1,1,2,2,6,23,Daily,1,1,1,0,1,1,67,>60,4,1,Not Sure,non-work,1,6,>5,1,0
11914,40280305,HOME_OWN,3,3,Rarely,5,5,5,3,4,4,4,4,2,0,1,0,0,9,2,1,2,23,Rarely,1,0,1,0,1,1,76,>60,3,non-work,Not Sure,non-work,1,0,<=2,non-work,non-work
11915,40280699,HOME_OWN,5,1,Rarely,4,1,1,2,2,3,4,3,2,2,1,0,1,1,1,1,5,21,Daily,1,1,1,0,1,1,61,>60,3,1,>15 miles,>30,2,2,<=2,1,0
11916,40280739,HOME_OWN,11,2,Never,4,5,4,4,2,4,4,4,1,16,0.666666667,0,0.666666667,6,1,1,5,21,Daily,0.666666667,>0.5,>0.5,0,>2,1,35.66666667,30 - 40,5,>0.5,>15 miles,>30,1,5.333333333,>5,>0.5,<0.5
11917,40280832,HOME_OWN,7,5,Never,5,5,4,4,4,4,4,4,1,15,1,0,0.5,10,2,4,6,24,Daily,1,>0.5,1,0,2,1,67,>60,5,0,Not Sure,non-work,1,7.5,>5,0.5,0
11918,40280876,HOME_RENT,5,4,Never,5,4,4,1,3,2,2,2,2,2,1,0,1,1,2,1,1,23,Daily,1,1,1,0,1,1,35,30 - 40,3,non-work,Not Sure,non-work,2,2,<=2,non-work,non-work
11919,40281029,HOME_OWN,7,3,Never,5,5,5,3,3,4,5,5,1,14,0.5,0,0.5,6,2,1,3,22,Daily,0.5,>0.5,>0.5,0,>2,1,23.25,<=30,4,<0.5,10 - 15 miles,20 - 30,2,3.5,3-Apr,0.5,0
11920,40281150,HOME_OWN,9,2,Rarely,4,-9,2,4,4,4,3,2,1,8,0.666666667,0.333333333,0.333333333,4,1,1,5,21,Daily,0.666666667,<0.5,>0.5,<0.5,>2,1,33.5,30 - 40,4,<0.5,<=5 miles,<=10,2,4,3-Apr,<0.5,<0.5
11921,40281192,HOME_OWN,7,3,Never,5,4,4,4,3,4,4,4,1,20,1,0,0,10,1,4,6,21,Daily,1,0,1,0,2,1,70,>60,3,non-work,Not Sure,non-work,3,10,>5,non-work,non-work
11922,40281280,HOME_OWN,6,,,-9,-9,1,,1,2,,2,1,16,0.8,0,0.4,6,1,1,5,21,Daily,0.2,<0.5,>0.5,0,>2,1,25.4,<=30,4,<0.5,<=5 miles,>30,4,3.2,3-Apr,<0.5,<0.5
11923,40281357,HOME_OWN,6,2,Never,5,5,5,4,4,4,5,5,2,9,1,0,0,9,1,1,1,21,Rarely,1,0,1,0,1,1,61,>60,3,non-work,Not Sure,non-work,1,9,>5,non-work,non-work
11924,40281454,HOME_OWN,6,3,Never,5,4,5,4,3,5,5,5,1,11,1,0,0.5,10,2,1,1,23,Daily,1,>0.5,1,0,2,0,64.5,>60,5,0.5,<=5 miles,<=10,2,5.5,>5,0.5,0
11925,40281458,HOME_OWN,4,2,Never,5,5,5,1,3,3,4,5,2,8,1,0,0,9,2,1,1,23,Daily,1,0,1,0,1,1,80,>60,4,non-work,Not Sure,non-work,2,8,>5,non-work,non-work
11926,40281510,HOME_OWN,5,4,Never,5,4,5,5,4,4,5,4,1,9,1,0,1,2,2,1,1,23,Daily,0.5,1,1,0,2,1,38,30 - 40,4,1,>15 miles,>30,2,4.5,4-May,1,0.5
11927,40281536,HOME_OWN,3,5,Rarely,5,5,5,1,2,5,5,5,2,5,1,0,0,9,2,1,3,22,Daily,1,0,1,0,1,1,59,50 - 60,5,non-work,Not Sure,non-work,1,5,4-May,non-work,non-work
11928,40281623,HOME_OWN,6,1,Never,5,5,5,1,2,4,5,5,2,5,1,0,0,9,1,4,6,21,Daily,1,0,1,0,1,1,79,>60,5,non-work,Not Sure,non-work,1,5,4-May,non-work,non-work
11929,40281747,HOME_OWN,7,4,Never,5,5,5,3,3,3,3,3,1,4,1,0,0,10,1,1,2,21,Daily,1,0,1,0,2,1,83.5,>60,4,non-work,Not Sure,non-work,3,2,<=2,non-work,non-work
11930,40281847,HOME_RENT,1,2,Never,3,5,5,2,2,1,5,1,1,0,1,0,0,2,2,2,6,24,Daily,0,0,1,0,2,0,52.5,50 - 60,2,non-work,Not Sure,non-work,4,0,<=2,non-work,non-work
11931,40281862,HOME_OWN,5,,Never,5,5,5,3,3,5,5,5,2,3,1,0,1,1,2,4,6,24,Daily,1,1,1,0,1,1,66,>60,4,1,5-10 miles,Oct-20,2,3,2-Mar,1,0
11932,40281893,HOME_OWN,7,2,Rarely,5,4,4,3,3,2,4,2,1,2,1,0,0.75,8,2,4,6,23,Daily,1,>0.5,1,0,>2,1,36.25,30 - 40,5,>0.5,>15 miles,Oct-20,3,0.5,<=2,>0.5,0
11933,40281986,HOME_OWN,7,5,Never,5,5,5,3,2,5,5,5,1,2,1,0,0.5,10,2,1,3,22,Daily,1,>0.5,1,0,2,1,62,>60,5,0.5,10 - 15 miles,20 - 30,3,1,<=2,0.5,0.5
11934,40282025,HOME_RENT,7,1,Never,5,1,5,3,4,5,5,4,1,0,1,0,1,2,2,1,1,23,Daily,0.5,1,1,0,2,1,33,30 - 40,5,1,<=5 miles,>30,3,0,<=2,1,0.5
11935,40282201,HOME_OWN,1,1,Never,4,2,4,3,3,4,4,4,1,0,1,0,1,2,2,1,1,23,Daily,0.5,1,1,0,2,1,29.5,<=30,4,1,>15 miles,>30,2,0,<=2,1,0
11936,40282303,HOME_OWN,11,2,Daily,-9,-9,1,3,3,2,2,4,1,13,1,0,1,2,1,1,5,21,Daily,1,1,1,0,2,1,55.5,50 - 60,5,1,>15 miles,>30,3,6.5,>5,1,0.5
11937,40282319,HOME_OWN,6,5,Never,5,5,5,3,3,,,,1,2,1,0,0,10,2,2,6,24,Never,0.5,0,1,0,2,1,92,>60,5,non-work,Not Sure,non-work,4,1,<=2,non-work,non-work
11938,40282335,HOME_OWN,6,3,Never,4,5,5,3,5,5,5,5,2,0,1,0,0,9,2,1,3,22,Daily,1,0,1,0,1,1,74,>60,2,non-work,Not Sure,non-work,4,0,<=2,non-work,non-work
11939,40282380,HOME_OWN,8,1,Rarely,4,3,4,5,5,5,5,5,1,4,1,0,1,2,2,1,1,23,Daily,1,1,1,0,2,1,51,50 - 60,5,0.5,Not Sure,non-work,3,2,<=2,1,0
